  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.099   0.001   0.134   0.004   0.050   0.152   0.047
   0.025   6.000   0.098   0.001   0.129   0.005   0.047   0.157   0.047
   0.050   6.000   0.097   0.001   0.124   0.006   0.042   0.163   0.049
   0.075   6.000   0.096   0.001   0.119   0.008   0.037   0.168   0.050
   0.100   7.000   0.095   0.001   0.114   0.010   0.032   0.171   0.049
   0.125   7.000   0.092   0.001   0.109   0.012   0.028   0.175   0.046
   0.150   7.000   0.091   0.001   0.105   0.014   0.026   0.179   0.042
   0.175   7.000   0.090   0.001   0.102   0.015   0.024   0.185   0.038
   0.200   7.000   0.090   0.001   0.100   0.017   0.024   0.192   0.033
   0.225   6.000   0.091   0.002   0.099   0.018   0.024   0.200   0.029
   0.250   6.000   0.092   0.002   0.098   0.019   0.024   0.209   0.026
   0.275   6.000   0.094   0.002   0.098   0.020   0.025   0.217   0.023
   0.300   5.000   0.096   0.002   0.099   0.021   0.026   0.226   0.020
   0.325   5.000   0.098   0.002   0.099   0.022   0.027   0.234   0.018
   0.350   5.000   0.100   0.002   0.100   0.023   0.028   0.243   0.017
   0.375   5.000   0.102   0.002   0.101   0.023   0.029   0.251   0.016
   0.400   5.000   0.104   0.002   0.102   0.023   0.031   0.258   0.016
   0.425   5.000   0.106   0.002   0.103   0.024   0.032   0.265   0.017
   0.450   5.000   0.107   0.002   0.104   0.024   0.033   0.272   0.019
   0.475   5.000   0.107   0.003   0.105   0.024   0.034   0.277   0.021
   0.500   5.000   0.108   0.003   0.105   0.024   0.035   0.282   0.025
   0.525   5.000   0.108   0.002   0.106   0.024   0.036   0.287   0.030
   0.550   5.000   0.107   0.002   0.106   0.024   0.037   0.290   0.036
   0.575   6.000   0.106   0.002   0.106   0.024   0.038   0.293   0.042
   0.600   6.000   0.104   0.002   0.105   0.024   0.039   0.295   0.050
   0.625   6.000   0.102   0.002   0.105   0.024   0.039   0.297   0.058
   0.650   7.000   0.100   0.002   0.104   0.024   0.040   0.299   0.067
   0.675   7.000   0.097   0.002   0.103   0.024   0.040   0.300   0.077
   0.700   7.000   0.094   0.002   0.101   0.024   0.040   0.300   0.087
   0.725   7.000   0.091   0.002   0.100   0.024   0.040   0.300   0.098
   0.750   9.000   0.088   0.001   0.098   0.024   0.041   0.300   0.109
   0.775   9.000   0.085   0.001   0.097   0.024   0.041   0.299   0.120
   0.800   9.000   0.082   0.001   0.095   0.024   0.041   0.298   0.131
   0.825   9.000   0.078   0.001   0.093   0.023   0.041   0.297   0.143
   0.850   9.000   0.075   0.001   0.091   0.023   0.041   0.295   0.155
   0.875   9.000   0.072   0.001   0.089   0.023   0.041   0.294   0.166
   0.900   9.000   0.069   0.001   0.086   0.023   0.040   0.292   0.178
   0.925   9.000   0.065   0.001   0.084   0.022   0.040   0.288   0.188
   0.950   9.000   0.062   0.001   0.081   0.022   0.040   0.285   0.198
   0.975   9.000   0.058   0.000   0.078   0.022   0.040   0.282   0.207
   1.000   9.000   0.055   0.000   0.076   0.021   0.039   0.278   0.217
