  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  28.000   0.136   0.127   0.259
   0.025  28.000   0.139   0.129   0.263
   0.050  27.000   0.140   0.130   0.266
   0.075  27.000   0.141   0.130   0.266
   0.100  26.000   0.139   0.129   0.265
   0.125  26.000   0.137   0.128   0.261
   0.150  25.000   0.133   0.126   0.256
   0.175  27.000   0.128   0.123   0.249
   0.200  26.000   0.123   0.119   0.241
   0.225  26.000   0.118   0.116   0.233
   0.250  25.000   0.113   0.112   0.224
   0.275  25.000   0.108   0.108   0.216
   0.300  26.000   0.104   0.104   0.208
   0.325  25.000   0.100   0.100   0.200
   0.350  26.000   0.097   0.097   0.194
   0.375  26.000   0.093   0.095   0.188
   0.400  28.000   0.090   0.092   0.183
   0.425  28.000   0.087   0.090   0.179
   0.450  28.000   0.085   0.088   0.174
   0.475  30.000   0.082   0.086   0.170
   0.500  30.000   0.080   0.084   0.166
   0.525  29.000   0.077   0.082   0.162
   0.550  29.000   0.075   0.081   0.158
   0.575  27.000   0.073   0.079   0.154
   0.600  27.000   0.071   0.077   0.151
   0.625  27.000   0.070   0.075   0.147
   0.650  27.000   0.068   0.074   0.144
   0.675  28.000   0.067   0.072   0.141
   0.700  28.000   0.065   0.071   0.138
   0.725  28.000   0.064   0.069   0.136
   0.750  28.000   0.063   0.068   0.133
   0.775  29.000   0.062   0.067   0.131
   0.800  29.000   0.061   0.066   0.129
   0.825  29.000   0.060   0.065   0.127
   0.850  29.000   0.059   0.064   0.125
   0.875  30.000   0.058   0.063   0.123
   0.900  30.000   0.057   0.062   0.121
   0.925  30.000   0.057   0.062   0.121
   0.950  30.000   0.057   0.062   0.121
   0.975  30.000   0.057   0.062   0.121
   1.000  30.000   0.057   0.062   0.121
