  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.081   0.000   0.186   0.028   0.131   0.081
   0.025   6.000   0.081   0.000   0.179   0.025   0.133   0.084
   0.050   7.000   0.081   0.000   0.173   0.021   0.133   0.086
   0.075   7.000   0.079   0.000   0.165   0.017   0.131   0.085
   0.100   7.000   0.077   0.000   0.159   0.015   0.131   0.082
   0.125   7.000   0.075   0.000   0.154   0.014   0.134   0.078
   0.150   7.000   0.075   0.000   0.151   0.013   0.137   0.075
   0.175   7.000   0.075   0.000   0.149   0.012   0.143   0.071
   0.200   7.000   0.076   0.000   0.148   0.012   0.149   0.068
   0.225   7.000   0.077   0.000   0.148   0.012   0.156   0.065
   0.250   7.000   0.079   0.000   0.149   0.013   0.164   0.062
   0.275   7.000   0.081   0.000   0.150   0.013   0.172   0.059
   0.300   7.000   0.083   0.000   0.151   0.014   0.181   0.057
   0.325   7.000   0.086   0.000   0.152   0.015   0.191   0.054
   0.350   7.000   0.089   0.001   0.154   0.016   0.201   0.051
   0.375   7.000   0.091   0.001   0.156   0.017   0.211   0.047
   0.400   7.000   0.094   0.001   0.158   0.018   0.221   0.044
   0.425   7.000   0.097   0.001   0.159   0.019   0.231   0.040
   0.450   7.000   0.100   0.001   0.161   0.020   0.241   0.036
   0.475   6.000   0.103   0.001   0.163   0.021   0.251   0.032
   0.500   6.000   0.106   0.001   0.164   0.023   0.261   0.028
   0.525   5.000   0.109   0.001   0.165   0.024   0.270   0.025
   0.550   5.000   0.111   0.001   0.166   0.025   0.278   0.022
   0.575   5.000   0.113   0.001   0.167   0.027   0.286   0.020
   0.600   5.000   0.115   0.001   0.167   0.028   0.293   0.018
   0.625   5.000   0.116   0.002   0.167   0.029   0.299   0.018
   0.650   5.000   0.117   0.002   0.167   0.030   0.304   0.019
   0.675   5.000   0.117   0.002   0.166   0.031   0.309   0.021
   0.700   5.000   0.117   0.002   0.165   0.032   0.312   0.024
   0.725   5.000   0.116   0.002   0.164   0.033   0.315   0.029
   0.750   5.000   0.115   0.002   0.162   0.034   0.318   0.035
   0.775   6.000   0.113   0.002   0.161   0.035   0.319   0.041
   0.800   6.000   0.111   0.002   0.159   0.035   0.320   0.049
   0.825   6.000   0.108   0.001   0.156   0.036   0.321   0.057
   0.850   6.000   0.106   0.001   0.154   0.036   0.321   0.067
   0.875   7.000   0.102   0.001   0.151   0.037   0.320   0.076
   0.900   7.000   0.099   0.001   0.149   0.037   0.320   0.087
   0.925   8.000   0.095   0.001   0.146   0.037   0.319   0.097
   0.950   8.000   0.091   0.001   0.142   0.037   0.316   0.107
   0.975   9.000   0.087   0.001   0.138   0.037   0.313   0.118
   1.000   9.000   0.083   0.001   0.134   0.038   0.310   0.128
