  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  20.000   0.114   0.115   0.229
   0.025  21.000   0.114   0.115   0.230
   0.050  23.000   0.114   0.115   0.230
   0.075  24.000   0.113   0.115   0.229
   0.100  26.000   0.112   0.114   0.227
   0.125  28.000   0.111   0.114   0.226
   0.150  27.000   0.109   0.113   0.224
   0.175  28.000   0.107   0.113   0.222
   0.200  28.000   0.105   0.111   0.218
   0.225  28.000   0.102   0.109   0.213
   0.250  28.000   0.099   0.106   0.208
   0.275  28.000   0.096   0.103   0.202
   0.300  30.000   0.093   0.100   0.196
   0.325  30.000   0.089   0.097   0.189
   0.350  30.000   0.086   0.093   0.183
   0.375  28.000   0.084   0.090   0.177
   0.400  27.000   0.081   0.087   0.171
   0.425  27.000   0.078   0.084   0.165
   0.450  28.000   0.076   0.082   0.160
   0.475  28.000   0.074   0.079   0.155
   0.500  28.000   0.072   0.077   0.150
   0.525  28.000   0.070   0.074   0.146
   0.550  28.000   0.068   0.072   0.142
   0.575  28.000   0.066   0.070   0.138
   0.600  28.000   0.065   0.068   0.135
   0.625  28.000   0.063   0.067   0.131
   0.650  28.000   0.062   0.065   0.128
   0.675  28.000   0.061   0.064   0.125
   0.700  28.000   0.059   0.062   0.123
   0.725  28.000   0.058   0.061   0.120
   0.750  30.000   0.056   0.060   0.118
   0.775  30.000   0.055   0.059   0.115
   0.800  29.000   0.054   0.058   0.113
   0.825  27.000   0.053   0.057   0.111
   0.850  27.000   0.052   0.056   0.110
   0.875  27.000   0.052   0.055   0.109
   0.900  28.000   0.052   0.055   0.108
   0.925  27.000   0.052   0.054   0.108
   0.950  27.000   0.053   0.054   0.108
   0.975  25.000   0.054   0.054   0.108
   1.000  22.000   0.055   0.055   0.110
