  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   8.000   0.000   0.004   0.078   0.202   0.000   0.189
   0.025   8.000   0.000   0.003   0.076   0.195   0.000   0.184
   0.050   8.000   0.000   0.003   0.074   0.187   0.000   0.180
   0.075   8.000   0.000   0.002   0.073   0.180   0.000   0.178
   0.100   8.000   0.000   0.001   0.074   0.174   0.000   0.180
   0.125   8.000   0.000   0.001   0.074   0.169   0.000   0.183
   0.150   8.000   0.000   0.001   0.075   0.166   0.000   0.188
   0.175   8.000   0.001   0.001   0.077   0.163   0.000   0.194
   0.200   8.000   0.001   0.001   0.078   0.161   0.000   0.201
   0.225   8.000   0.001   0.000   0.080   0.160   0.000   0.208
   0.250   8.000   0.001   0.000   0.081   0.160   0.000   0.216
   0.275   8.000   0.001   0.000   0.083   0.160   0.000   0.225
   0.300   8.000   0.001   0.000   0.084   0.160   0.000   0.233
   0.325   8.000   0.001   0.000   0.086   0.161   0.000   0.242
   0.350   8.000   0.001   0.000   0.088   0.162   0.000   0.251
   0.375   8.000   0.001   0.000   0.089   0.164   0.000   0.260
   0.400   8.000   0.001   0.000   0.091   0.165   0.000   0.269
   0.425   8.000   0.001   0.000   0.092   0.166   0.000   0.278
   0.450   8.000   0.001   0.000   0.093   0.168   0.000   0.287
   0.475   8.000   0.002   0.000   0.094   0.169   0.000   0.295
   0.500   8.000   0.002   0.000   0.096   0.170   0.000   0.303
   0.525   8.000   0.002   0.000   0.097   0.172   0.000   0.311
   0.550   8.000   0.002   0.000   0.098   0.173   0.000   0.318
   0.575   9.000   0.002   0.000   0.099   0.174   0.000   0.325
   0.600   9.000   0.002   0.000   0.100   0.175   0.000   0.331
   0.625   9.000   0.002   0.000   0.100   0.175   0.000   0.338
   0.650   9.000   0.002   0.000   0.101   0.176   0.000   0.344
   0.675   9.000   0.002   0.000   0.102   0.177   0.000   0.349
   0.700   9.000   0.002   0.000   0.103   0.177   0.000   0.354
   0.725   9.000   0.003   0.000   0.104   0.177   0.000   0.359
   0.750   9.000   0.003   0.000   0.104   0.178   0.000   0.364
   0.775   9.000   0.003   0.000   0.105   0.178   0.000   0.368
   0.800   9.000   0.003   0.000   0.106   0.178   0.000   0.372
   0.825   9.000   0.003   0.000   0.106   0.178   0.000   0.376
   0.850   9.000   0.003   0.000   0.107   0.178   0.000   0.379
   0.875   9.000   0.003   0.000   0.108   0.178   0.000   0.383
   0.900   9.000   0.003   0.000   0.109   0.179   0.000   0.386
   0.925   9.000   0.003   0.000   0.109   0.178   0.000   0.386
   0.950   9.000   0.003   0.000   0.109   0.177   0.000   0.386
   0.975   9.000   0.004   0.000   0.110   0.176   0.000   0.386
   1.000   9.000   0.004   0.000   0.110   0.175   0.000   0.387
