  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.028   0.228   0.000   0.214   0.033   0.041
   0.025   5.000   0.025   0.227   0.000   0.218   0.034   0.038
   0.050   5.000   0.022   0.226   0.000   0.223   0.036   0.035
   0.075   5.000   0.019   0.226   0.000   0.227   0.038   0.032
   0.100   5.000   0.017   0.227   0.000   0.233   0.040   0.030
   0.125   5.000   0.015   0.229   0.000   0.239   0.043   0.028
   0.150   5.000   0.013   0.231   0.000   0.246   0.047   0.026
   0.175   4.000   0.011   0.233   0.000   0.253   0.051   0.024
   0.200   3.000   0.009   0.237   0.000   0.262   0.055   0.022
   0.225   3.000   0.007   0.240   0.000   0.271   0.059   0.020
   0.250   3.000   0.005   0.244   0.000   0.280   0.063   0.018
   0.275   3.000   0.004   0.247   0.000   0.290   0.067   0.016
   0.300   3.000   0.003   0.250   0.000   0.300   0.071   0.014
   0.325   3.000   0.002   0.253   0.000   0.310   0.074   0.013
   0.350   3.000   0.001   0.255   0.000   0.319   0.077   0.012
   0.375   3.000   0.001   0.256   0.001   0.327   0.079   0.011
   0.400   3.000   0.000   0.256   0.002   0.333   0.081   0.012
   0.425   3.000   0.000   0.254   0.003   0.339   0.081   0.014
   0.450   3.000   0.000   0.249   0.006   0.343   0.080   0.017
   0.475   3.000   0.000   0.242   0.009   0.345   0.078   0.022
   0.500   3.000   0.000   0.234   0.012   0.347   0.075   0.027
   0.525   3.000   0.000   0.226   0.015   0.348   0.071   0.033
   0.550   5.000   0.000   0.217   0.018   0.348   0.067   0.040
   0.575   5.000   0.000   0.209   0.021   0.349   0.063   0.047
   0.600   5.000   0.000   0.202   0.023   0.349   0.059   0.055
   0.625   5.000   0.000   0.195   0.026   0.349   0.055   0.064
   0.650   5.000   0.000   0.188   0.027   0.349   0.051   0.073
   0.675   6.000   0.000   0.180   0.028   0.345   0.047   0.082
   0.700   6.000   0.000   0.172   0.029   0.339   0.043   0.088
   0.725   6.000   0.000   0.166   0.030   0.332   0.040   0.092
   0.750   6.000   0.000   0.161   0.031   0.326   0.037   0.094
   0.775   6.000   0.000   0.157   0.032   0.322   0.035   0.095
   0.800   6.000   0.000   0.154   0.032   0.320   0.033   0.097
   0.825   6.000   0.000   0.151   0.033   0.318   0.032   0.098
   0.850   6.000   0.000   0.149   0.034   0.317   0.031   0.100
   0.875   6.000   0.000   0.147   0.035   0.317   0.029   0.103
   0.900   6.000   0.000   0.145   0.036   0.317   0.028   0.106
   0.925   6.000   0.000   0.144   0.036   0.318   0.027   0.110
   0.950   7.000   0.000   0.142   0.036   0.318   0.026   0.114
   0.975   7.000   0.000   0.140   0.036   0.319   0.025   0.119
   1.000   7.000   0.000   0.139   0.036   0.319   0.024   0.124
