  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.127   0.134   0.264
   0.025  24.000   0.129   0.135   0.266
   0.050  24.000   0.131   0.135   0.268
   0.075  21.000   0.133   0.136   0.270
   0.100  19.000   0.133   0.138   0.273
   0.125  21.000   0.133   0.139   0.275
   0.150  21.000   0.132   0.140   0.276
   0.175  21.000   0.131   0.140   0.275
   0.200  20.000   0.129   0.140   0.273
   0.225  22.000   0.127   0.138   0.270
   0.250  22.000   0.125   0.136   0.265
   0.275  22.000   0.123   0.133   0.260
   0.300  22.000   0.120   0.130   0.254
   0.325  21.000   0.117   0.127   0.248
   0.350  21.000   0.114   0.124   0.241
   0.375  21.000   0.110   0.120   0.235
   0.400  21.000   0.107   0.117   0.228
   0.425  21.000   0.104   0.113   0.221
   0.450  21.000   0.101   0.110   0.215
   0.475  21.000   0.098   0.107   0.208
   0.500  21.000   0.095   0.104   0.202
   0.525  21.000   0.093   0.101   0.197
   0.550  21.000   0.090   0.098   0.192
   0.575  21.000   0.088   0.096   0.187
   0.600  21.000   0.086   0.093   0.182
   0.625  21.000   0.084   0.091   0.178
   0.650  20.000   0.082   0.089   0.174
   0.675  20.000   0.081   0.087   0.171
   0.700  21.000   0.079   0.086   0.168
   0.725  21.000   0.078   0.084   0.165
   0.750  21.000   0.077   0.083   0.162
   0.775  21.000   0.076   0.082   0.160
   0.800  21.000   0.075   0.081   0.158
   0.825  21.000   0.074   0.080   0.156
   0.850  21.000   0.073   0.079   0.155
   0.875  20.000   0.073   0.078   0.153
   0.900  20.000   0.072   0.078   0.152
   0.925  20.000   0.072   0.077   0.151
   0.950  20.000   0.072   0.077   0.152
   0.975  21.000   0.073   0.078   0.153
   1.000  21.000   0.073   0.078   0.153
