  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.011   0.301   0.053   0.000   0.003   0.159
   0.025   6.000   0.014   0.296   0.052   0.000   0.003   0.162
   0.050   7.000   0.017   0.291   0.051   0.000   0.003   0.164
   0.075   7.000   0.022   0.285   0.050   0.000   0.002   0.165
   0.100   7.000   0.026   0.278   0.048   0.000   0.002   0.164
   0.125   7.000   0.030   0.271   0.047   0.000   0.002   0.164
   0.150   7.000   0.034   0.265   0.046   0.000   0.003   0.164
   0.175   7.000   0.037   0.259   0.046   0.000   0.003   0.166
   0.200   7.000   0.040   0.254   0.046   0.000   0.003   0.168
   0.225   7.000   0.043   0.250   0.045   0.000   0.003   0.171
   0.250   7.000   0.046   0.247   0.045   0.000   0.003   0.175
   0.275   7.000   0.050   0.244   0.045   0.000   0.003   0.180
   0.300   7.000   0.053   0.241   0.045   0.000   0.003   0.185
   0.325   7.000   0.056   0.239   0.044   0.000   0.003   0.190
   0.350   8.000   0.060   0.238   0.043   0.000   0.003   0.196
   0.375   8.000   0.063   0.236   0.043   0.000   0.003   0.203
   0.400   8.000   0.067   0.235   0.041   0.000   0.003   0.209
   0.425   8.000   0.070   0.234   0.040   0.000   0.003   0.216
   0.450   8.000   0.074   0.234   0.039   0.000   0.003   0.223
   0.475   8.000   0.077   0.233   0.037   0.000   0.003   0.229
   0.500   8.000   0.081   0.233   0.035   0.000   0.003   0.236
   0.525   8.000   0.085   0.233   0.033   0.000   0.003   0.243
   0.550   8.000   0.088   0.233   0.030   0.000   0.003   0.250
   0.575   8.000   0.092   0.233   0.028   0.000   0.002   0.256
   0.600   8.000   0.095   0.233   0.026   0.000   0.002   0.262
   0.625   8.000   0.099   0.233   0.023   0.000   0.002   0.269
   0.650   7.000   0.102   0.232   0.021   0.000   0.002   0.274
   0.675   7.000   0.105   0.232   0.019   0.000   0.001   0.280
   0.700   7.000   0.108   0.232   0.017   0.000   0.001   0.285
   0.725   6.000   0.111   0.232   0.015   0.000   0.001   0.290
   0.750   6.000   0.113   0.232   0.013   0.000   0.001   0.295
   0.775   6.000   0.116   0.232   0.011   0.000   0.001   0.299
   0.800   6.000   0.118   0.232   0.010   0.000   0.001   0.303
   0.825   7.000   0.120   0.231   0.009   0.000   0.000   0.307
   0.850   7.000   0.122   0.231   0.008   0.000   0.000   0.310
   0.875   7.000   0.124   0.230   0.008   0.000   0.000   0.313
   0.900   7.000   0.126   0.230   0.007   0.000   0.000   0.316
   0.925   7.000   0.128   0.229   0.007   0.000   0.000   0.319
   0.950   8.000   0.130   0.229   0.007   0.000   0.000   0.321
   0.975   8.000   0.132   0.228   0.007   0.000   0.000   0.323
   1.000   8.000   0.133   0.227   0.007   0.000   0.000   0.325
