  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  20.000   0.112   0.114   0.227
   0.025  20.000   0.112   0.115   0.228
   0.050  21.000   0.112   0.115   0.228
   0.075  24.000   0.112   0.114   0.227
   0.100  25.000   0.111   0.113   0.225
   0.125  28.000   0.110   0.112   0.223
   0.150  28.000   0.108   0.112   0.221
   0.175  27.000   0.106   0.110   0.218
   0.200  27.000   0.103   0.109   0.214
   0.225  28.000   0.100   0.107   0.210
   0.250  27.000   0.097   0.104   0.204
   0.275  27.000   0.094   0.101   0.198
   0.300  27.000   0.091   0.098   0.192
   0.325  29.000   0.087   0.095   0.185
   0.350  29.000   0.084   0.091   0.179
   0.375  29.000   0.081   0.088   0.172
   0.400  29.000   0.079   0.085   0.166
   0.425  29.000   0.076   0.082   0.161
   0.450  28.000   0.074   0.079   0.155
   0.475  27.000   0.071   0.077   0.150
   0.500  27.000   0.069   0.074   0.145
   0.525  28.000   0.067   0.072   0.141
   0.550  28.000   0.065   0.070   0.137
   0.575  28.000   0.063   0.068   0.133
   0.600  29.000   0.062   0.066   0.130
   0.625  28.000   0.060   0.065   0.127
   0.650  28.000   0.058   0.063   0.124
   0.675  28.000   0.057   0.062   0.121
   0.700  27.000   0.056   0.061   0.120
   0.725  27.000   0.056   0.060   0.118
   0.750  28.000   0.056   0.059   0.117
   0.775  27.000   0.056   0.059   0.116
   0.800  26.000   0.057   0.058   0.116
   0.825  27.000   0.058   0.058   0.116
   0.850  23.000   0.058   0.058   0.116
   0.875  22.000   0.059   0.058   0.117
   0.900  21.000   0.060   0.059   0.118
   0.925  22.000   0.060   0.059   0.119
   0.950  22.000   0.060   0.060   0.120
   0.975  23.000   0.061   0.061   0.121
   1.000  22.000   0.061   0.061   0.122
