TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
  138.81   99.69 -176.99  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
  126.00   20.00 -126.00   0.0003500
