  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.130   0.136   0.269
   0.025  23.000   0.133   0.137   0.272
   0.050  20.000   0.134   0.138   0.274
   0.075  19.000   0.136   0.140   0.277
   0.100  21.000   0.136   0.142   0.281
   0.125  20.000   0.136   0.145   0.284
   0.150  20.000   0.135   0.146   0.285
   0.175  19.000   0.135   0.146   0.285
   0.200  21.000   0.133   0.145   0.283
   0.225  21.000   0.131   0.143   0.279
   0.250  21.000   0.129   0.141   0.275
   0.275  21.000   0.126   0.138   0.269
   0.300  21.000   0.124   0.135   0.263
   0.325  21.000   0.120   0.131   0.256
   0.350  21.000   0.117   0.128   0.250
   0.375  21.000   0.114   0.124   0.243
   0.400  21.000   0.111   0.121   0.236
   0.425  21.000   0.108   0.117   0.229
   0.450  21.000   0.105   0.114   0.222
   0.475  21.000   0.102   0.111   0.216
   0.500  21.000   0.099   0.107   0.210
   0.525  21.000   0.096   0.104   0.204
   0.550  21.000   0.094   0.102   0.199
   0.575  22.000   0.091   0.099   0.194
   0.600  22.000   0.089   0.097   0.189
   0.625  23.000   0.087   0.094   0.185
   0.650  23.000   0.085   0.092   0.180
   0.675  23.000   0.083   0.090   0.177
   0.700  23.000   0.082   0.089   0.173
   0.725  23.000   0.080   0.087   0.170
   0.750  23.000   0.079   0.085   0.167
   0.775  22.000   0.077   0.084   0.164
   0.800  22.000   0.076   0.083   0.161
   0.825  20.000   0.075   0.081   0.159
   0.850  20.000   0.074   0.080   0.157
   0.875  20.000   0.073   0.079   0.155
   0.900  20.000   0.072   0.078   0.153
   0.925  20.000   0.072   0.078   0.153
   0.950  20.000   0.072   0.079   0.154
   0.975  20.000   0.073   0.079   0.154
   1.000  20.000   0.073   0.079   0.154
