  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.109   0.112   0.222
   0.025  21.000   0.110   0.113   0.224
   0.050  21.000   0.110   0.113   0.224
   0.075  21.000   0.110   0.112   0.222
   0.100  22.000   0.109   0.111   0.220
   0.125  25.000   0.107   0.109   0.217
   0.150  26.000   0.106   0.107   0.214
   0.175  26.000   0.103   0.106   0.210
   0.200  26.000   0.101   0.104   0.206
   0.225  26.000   0.098   0.102   0.202
   0.250  27.000   0.095   0.100   0.197
   0.275  27.000   0.092   0.098   0.192
   0.300  27.000   0.088   0.095   0.186
   0.325  28.000   0.085   0.092   0.180
   0.350  28.000   0.082   0.089   0.174
   0.375  29.000   0.079   0.086   0.168
   0.400  28.000   0.076   0.083   0.162
   0.425  28.000   0.074   0.080   0.156
   0.450  28.000   0.071   0.077   0.151
   0.475  27.000   0.069   0.075   0.147
   0.500  27.000   0.067   0.073   0.143
   0.525  28.000   0.066   0.071   0.139
   0.550  28.000   0.065   0.070   0.137
   0.575  27.000   0.065   0.068   0.134
   0.600  27.000   0.065   0.067   0.133
   0.625  27.000   0.065   0.066   0.132
   0.650  27.000   0.066   0.066   0.132
   0.675  22.000   0.066   0.065   0.131
   0.700  22.000   0.067   0.065   0.132
   0.725  21.000   0.067   0.066   0.132
   0.750  22.000   0.067   0.066   0.133
   0.775  22.000   0.067   0.066   0.133
   0.800  23.000   0.067   0.067   0.134
   0.825  23.000   0.067   0.067   0.134
   0.850  22.000   0.066   0.068   0.135
   0.875  22.000   0.066   0.068   0.135
   0.900  23.000   0.066   0.069   0.136
   0.925  22.000   0.065   0.069   0.136
   0.950  21.000   0.065   0.070   0.137
   0.975  20.000   0.065   0.070   0.137
   1.000  21.000   0.065   0.070   0.138
