  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.107   0.001   0.159   0.003   0.030   0.092   0.104
   0.025   7.000   0.105   0.001   0.153   0.003   0.024   0.093   0.108
   0.050   7.000   0.102   0.001   0.145   0.005   0.019   0.092   0.110
   0.075   7.000   0.099   0.001   0.138   0.006   0.016   0.092   0.110
   0.100   8.000   0.097   0.001   0.132   0.007   0.013   0.093   0.108
   0.125   8.000   0.095   0.001   0.127   0.008   0.012   0.095   0.106
   0.150   8.000   0.094   0.001   0.124   0.009   0.011   0.098   0.105
   0.175   8.000   0.094   0.001   0.121   0.010   0.011   0.101   0.104
   0.200   8.000   0.095   0.001   0.120   0.011   0.010   0.105   0.104
   0.225   8.000   0.096   0.001   0.119   0.012   0.010   0.110   0.104
   0.250   8.000   0.098   0.001   0.119   0.013   0.011   0.115   0.105
   0.275   8.000   0.100   0.001   0.119   0.014   0.011   0.120   0.106
   0.300   8.000   0.102   0.001   0.119   0.015   0.011   0.126   0.107
   0.325   8.000   0.105   0.001   0.120   0.015   0.012   0.131   0.108
   0.350   8.000   0.108   0.002   0.122   0.016   0.012   0.137   0.110
   0.375   8.000   0.110   0.002   0.123   0.017   0.013   0.144   0.111
   0.400   8.000   0.113   0.002   0.125   0.017   0.013   0.150   0.111
   0.425   8.000   0.116   0.002   0.126   0.018   0.014   0.157   0.112
   0.450   8.000   0.118   0.002   0.128   0.019   0.015   0.163   0.112
   0.475   8.000   0.121   0.002   0.129   0.019   0.016   0.170   0.111
   0.500   8.000   0.123   0.002   0.130   0.020   0.016   0.177   0.110
   0.525   8.000   0.125   0.002   0.132   0.021   0.017   0.185   0.108
   0.550   8.000   0.127   0.002   0.133   0.021   0.018   0.192   0.106
   0.575   8.000   0.129   0.003   0.134   0.022   0.019   0.200   0.104
   0.600   8.000   0.131   0.003   0.135   0.023   0.020   0.208   0.101
   0.625   8.000   0.132   0.003   0.136   0.023   0.021   0.216   0.097
   0.650   8.000   0.134   0.003   0.136   0.024   0.022   0.224   0.092
   0.675   8.000   0.135   0.003   0.137   0.025   0.023   0.233   0.088
   0.700   8.000   0.137   0.003   0.137   0.025   0.024   0.242   0.082
   0.725   7.000   0.138   0.003   0.137   0.026   0.026   0.250   0.077
   0.750   7.000   0.139   0.003   0.138   0.027   0.027   0.259   0.071
   0.775   7.000   0.140   0.003   0.138   0.027   0.028   0.268   0.065
   0.800   7.000   0.142   0.003   0.137   0.028   0.029   0.276   0.059
   0.825   7.000   0.143   0.003   0.137   0.028   0.030   0.284   0.054
   0.850   6.000   0.144   0.004   0.137   0.029   0.031   0.292   0.049
   0.875   6.000   0.144   0.004   0.136   0.029   0.032   0.299   0.045
   0.900   5.000   0.145   0.004   0.135   0.030   0.033   0.305   0.042
   0.925   5.000   0.145   0.004   0.133   0.030   0.034   0.309   0.040
   0.950   6.000   0.144   0.004   0.131   0.030   0.034   0.312   0.039
   0.975   6.000   0.143   0.004   0.128   0.030   0.035   0.315   0.040
   1.000   6.000   0.142   0.004   0.126   0.030   0.035   0.316   0.042
