  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  20.000   0.125   0.133   0.262
   0.025  21.000   0.127   0.136   0.267
   0.050  22.000   0.128   0.138   0.270
   0.075  22.000   0.129   0.139   0.273
   0.100  22.000   0.130   0.140   0.274
   0.125  23.000   0.130   0.140   0.275
   0.150  23.000   0.129   0.140   0.274
   0.175  23.000   0.129   0.139   0.272
   0.200  23.000   0.127   0.138   0.270
   0.225  23.000   0.126   0.137   0.267
   0.250  22.000   0.124   0.135   0.263
   0.275  21.000   0.122   0.132   0.259
   0.300  21.000   0.120   0.130   0.254
   0.325  21.000   0.117   0.127   0.249
   0.350  21.000   0.115   0.125   0.244
   0.375  21.000   0.112   0.122   0.238
   0.400  21.000   0.109   0.119   0.233
   0.425  21.000   0.107   0.116   0.227
   0.450  21.000   0.104   0.114   0.222
   0.475  21.000   0.102   0.111   0.217
   0.500  21.000   0.099   0.108   0.212
   0.525  21.000   0.097   0.106   0.207
   0.550  21.000   0.095   0.104   0.202
   0.575  21.000   0.093   0.101   0.198
   0.600  21.000   0.091   0.099   0.193
   0.625  21.000   0.089   0.097   0.189
   0.650  21.000   0.087   0.095   0.186
   0.675  21.000   0.086   0.093   0.182
   0.700  21.000   0.084   0.092   0.179
   0.725  21.000   0.083   0.090   0.176
   0.750  21.000   0.081   0.088   0.173
   0.775  21.000   0.080   0.087   0.170
   0.800  21.000   0.079   0.086   0.167
   0.825  21.000   0.078   0.084   0.165
   0.850  23.000   0.077   0.083   0.163
   0.875  23.000   0.076   0.082   0.161
   0.900  23.000   0.075   0.081   0.159
   0.925  23.000   0.074   0.080   0.157
   0.950  23.000   0.073   0.079   0.155
   0.975  23.000   0.073   0.079   0.155
   1.000  23.000   0.073   0.079   0.155
