  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.000   0.111   0.242   0.000   0.119   0.054
   0.025   6.000   0.000   0.108   0.236   0.000   0.114   0.056
   0.050   6.000   0.000   0.106   0.230   0.000   0.110   0.060
   0.075   6.000   0.000   0.105   0.226   0.000   0.106   0.063
   0.100   6.000   0.000   0.105   0.224   0.000   0.103   0.068
   0.125   6.000   0.000   0.105   0.222   0.000   0.101   0.073
   0.150   6.000   0.000   0.106   0.222   0.000   0.100   0.079
   0.175   6.000   0.000   0.106   0.223   0.000   0.099   0.086
   0.200   6.000   0.000   0.108   0.225   0.000   0.099   0.094
   0.225   6.000   0.000   0.109   0.227   0.000   0.098   0.103
   0.250   6.000   0.000   0.110   0.230   0.000   0.098   0.112
   0.275   6.000   0.000   0.111   0.233   0.000   0.099   0.123
   0.300   7.000   0.000   0.112   0.236   0.000   0.099   0.133
   0.325   8.000   0.000   0.112   0.239   0.000   0.099   0.144
   0.350   7.000   0.000   0.112   0.242   0.000   0.098   0.155
   0.375   7.000   0.000   0.112   0.244   0.000   0.098   0.166
   0.400   7.000   0.000   0.112   0.246   0.000   0.098   0.177
   0.425   7.000   0.000   0.111   0.248   0.000   0.097   0.188
   0.450   7.000   0.000   0.111   0.249   0.000   0.097   0.199
   0.475   7.000   0.000   0.110   0.251   0.000   0.096   0.210
   0.500   7.000   0.000   0.109   0.252   0.000   0.095   0.220
   0.525   8.000   0.000   0.108   0.252   0.000   0.094   0.230
   0.550   8.000   0.000   0.106   0.253   0.000   0.093   0.240
   0.575   8.000   0.000   0.105   0.253   0.000   0.092   0.249
   0.600   8.000   0.000   0.104   0.253   0.000   0.092   0.258
   0.625   8.000   0.000   0.102   0.253   0.000   0.091   0.267
   0.650   8.000   0.000   0.101   0.253   0.000   0.090   0.275
   0.675   8.000   0.000   0.100   0.253   0.000   0.089   0.283
   0.700   9.000   0.000   0.098   0.252   0.000   0.088   0.291
   0.725   9.000   0.000   0.097   0.252   0.000   0.087   0.298
   0.750   9.000   0.000   0.096   0.251   0.000   0.086   0.305
   0.775   9.000   0.000   0.095   0.251   0.000   0.086   0.312
   0.800   9.000   0.000   0.093   0.250   0.000   0.085   0.318
   0.825   9.000   0.000   0.092   0.250   0.000   0.085   0.324
   0.850   9.000   0.000   0.091   0.249   0.000   0.084   0.330
   0.875   9.000   0.000   0.090   0.248   0.000   0.083   0.335
   0.900   9.000   0.000   0.089   0.247   0.000   0.083   0.338
   0.925   9.000   0.000   0.088   0.246   0.000   0.082   0.341
   0.950   9.000   0.000   0.087   0.244   0.000   0.082   0.344
   0.975   9.000   0.000   0.086   0.243   0.000   0.081   0.346
   1.000   9.000   0.000   0.085   0.242   0.000   0.081   0.348
