TEXTURE AT STRAIN =    0.7500
   1.886   2.456   0.203  <-- length of phase ellipsoid axes
 -178.84    1.14 -124.42  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
  139.23   48.80 -137.12   0.0003500
