TEXTURE AT STRAIN =    0.4000
   1.403   1.680   0.409  <-- length of phase ellipsoid axes
  158.77    3.15 -101.88  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
  139.12   46.57 -136.98   0.0003500
