  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.124   0.003   0.159   0.092   0.000   0.098
   0.025   6.000   0.121   0.002   0.160   0.085   0.000   0.100
   0.050   6.000   0.118   0.002   0.162   0.077   0.000   0.104
   0.075   6.000   0.114   0.002   0.165   0.070   0.000   0.107
   0.100   6.000   0.109   0.002   0.167   0.064   0.000   0.110
   0.125   6.000   0.104   0.001   0.170   0.060   0.000   0.111
   0.150   6.000   0.100   0.001   0.173   0.059   0.000   0.112
   0.175   6.000   0.096   0.001   0.177   0.058   0.000   0.114
   0.200   6.000   0.093   0.001   0.181   0.059   0.000   0.115
   0.225   6.000   0.091   0.001   0.186   0.061   0.000   0.117
   0.250   6.000   0.088   0.000   0.191   0.063   0.000   0.120
   0.275   6.000   0.087   0.000   0.197   0.066   0.000   0.123
   0.300   6.000   0.085   0.000   0.202   0.069   0.000   0.126
   0.325   6.000   0.084   0.000   0.208   0.072   0.000   0.129
   0.350   6.000   0.083   0.000   0.215   0.075   0.000   0.132
   0.375   6.000   0.082   0.000   0.221   0.079   0.000   0.136
   0.400   6.000   0.081   0.000   0.227   0.082   0.000   0.139
   0.425   6.000   0.080   0.000   0.234   0.086   0.000   0.142
   0.450   6.000   0.078   0.000   0.240   0.090   0.000   0.145
   0.475   6.000   0.077   0.000   0.246   0.094   0.000   0.148
   0.500   6.000   0.075   0.000   0.253   0.099   0.000   0.150
   0.525   6.000   0.073   0.000   0.259   0.103   0.000   0.152
   0.550   6.000   0.070   0.000   0.265   0.107   0.000   0.154
   0.575   6.000   0.068   0.000   0.271   0.112   0.000   0.156
   0.600   6.000   0.065   0.000   0.277   0.116   0.000   0.157
   0.625   6.000   0.062   0.000   0.282   0.121   0.000   0.158
   0.650   6.000   0.058   0.000   0.288   0.126   0.000   0.159
   0.675   6.000   0.055   0.000   0.293   0.132   0.000   0.159
   0.700   6.000   0.051   0.000   0.299   0.137   0.000   0.159
   0.725   6.000   0.047   0.000   0.304   0.143   0.000   0.158
   0.750   6.000   0.043   0.000   0.309   0.149   0.000   0.157
   0.775   6.000   0.039   0.000   0.314   0.155   0.000   0.156
   0.800   6.000   0.035   0.000   0.319   0.162   0.000   0.153
   0.825   6.000   0.031   0.000   0.324   0.169   0.000   0.151
   0.850   6.000   0.027   0.000   0.328   0.177   0.000   0.148
   0.875   6.000   0.023   0.000   0.333   0.184   0.000   0.144
   0.900   6.000   0.020   0.001   0.336   0.193   0.000   0.139
   0.925   6.000   0.017   0.001   0.340   0.201   0.000   0.134
   0.950   6.000   0.014   0.002   0.342   0.209   0.000   0.127
   0.975   5.000   0.011   0.003   0.343   0.217   0.000   0.119
   1.000   5.000   0.009   0.005   0.343   0.226   0.000   0.111
