  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.123   0.125   0.250
   0.025  21.000   0.123   0.127   0.252
   0.050  17.000   0.123   0.128   0.253
   0.075  19.000   0.124   0.130   0.257
   0.100  19.000   0.126   0.134   0.264
   0.125  20.000   0.128   0.137   0.269
   0.150  20.000   0.129   0.139   0.273
   0.175  21.000   0.129   0.140   0.274
   0.200  21.000   0.129   0.140   0.273
   0.225  21.000   0.127   0.139   0.271
   0.250  21.000   0.126   0.137   0.267
   0.275  21.000   0.124   0.135   0.263
   0.300  21.000   0.121   0.132   0.258
   0.325  21.000   0.119   0.129   0.252
   0.350  21.000   0.116   0.126   0.246
   0.375  21.000   0.113   0.123   0.240
   0.400  21.000   0.110   0.120   0.234
   0.425  22.000   0.107   0.117   0.228
   0.450  23.000   0.105   0.114   0.222
   0.475  23.000   0.102   0.111   0.216
   0.500  23.000   0.099   0.108   0.211
   0.525  23.000   0.097   0.105   0.205
   0.550  23.000   0.095   0.103   0.201
   0.575  23.000   0.093   0.100   0.196
   0.600  23.000   0.091   0.098   0.192
   0.625  23.000   0.089   0.096   0.187
   0.650  22.000   0.087   0.094   0.184
   0.675  22.000   0.085   0.092   0.180
   0.700  22.000   0.084   0.090   0.177
   0.725  21.000   0.082   0.089   0.174
   0.750  21.000   0.081   0.087   0.171
   0.775  21.000   0.080   0.086   0.168
   0.800  20.000   0.078   0.085   0.166
   0.825  20.000   0.077   0.084   0.163
   0.850  20.000   0.076   0.082   0.161
   0.875  20.000   0.075   0.081   0.159
   0.900  20.000   0.074   0.080   0.157
   0.925  20.000   0.074   0.080   0.156
   0.950  20.000   0.074   0.080   0.156
   0.975  20.000   0.074   0.080   0.156
   1.000  20.000   0.074   0.080   0.156
