  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.081   0.000   0.173   0.034   0.148   0.065
   0.025   7.000   0.081   0.000   0.167   0.032   0.151   0.067
   0.050   8.000   0.081   0.000   0.163   0.028   0.155   0.069
   0.075   8.000   0.081   0.000   0.157   0.024   0.157   0.070
   0.100   8.000   0.079   0.000   0.151   0.020   0.157   0.068
   0.125   8.000   0.078   0.000   0.147   0.018   0.159   0.064
   0.150   7.000   0.077   0.000   0.143   0.017   0.162   0.060
   0.175   7.000   0.076   0.000   0.141   0.016   0.168   0.056
   0.200   7.000   0.077   0.000   0.140   0.016   0.174   0.052
   0.225   7.000   0.078   0.000   0.140   0.016   0.181   0.048
   0.250   7.000   0.080   0.000   0.140   0.016   0.190   0.045
   0.275   7.000   0.082   0.001   0.140   0.017   0.198   0.042
   0.300   7.000   0.084   0.001   0.141   0.017   0.207   0.039
   0.325   6.000   0.087   0.001   0.142   0.018   0.216   0.036
   0.350   6.000   0.090   0.001   0.143   0.019   0.225   0.034
   0.375   5.000   0.093   0.001   0.144   0.020   0.234   0.033
   0.400   5.000   0.095   0.001   0.145   0.021   0.242   0.032
   0.425   5.000   0.098   0.001   0.146   0.022   0.250   0.031
   0.450   6.000   0.101   0.001   0.146   0.023   0.258   0.031
   0.475   6.000   0.103   0.002   0.146   0.024   0.265   0.032
   0.500   6.000   0.105   0.002   0.146   0.025   0.271   0.034
   0.525   6.000   0.107   0.002   0.145   0.026   0.276   0.037
   0.550   6.000   0.108   0.002   0.144   0.026   0.280   0.041
   0.575   6.000   0.109   0.002   0.143   0.027   0.284   0.046
   0.600   6.000   0.110   0.002   0.141   0.028   0.287   0.051
   0.625   6.000   0.110   0.003   0.140   0.028   0.290   0.058
   0.650   6.000   0.110   0.003   0.137   0.029   0.291   0.065
   0.675   7.000   0.109   0.003   0.135   0.029   0.293   0.073
   0.700   7.000   0.109   0.003   0.132   0.030   0.293   0.082
   0.725   7.000   0.108   0.003   0.130   0.030   0.294   0.091
   0.750   7.000   0.106   0.003   0.127   0.030   0.294   0.101
   0.775   7.000   0.105   0.003   0.124   0.031   0.293   0.111
   0.800   8.000   0.103   0.003   0.121   0.031   0.293   0.121
   0.825   8.000   0.101   0.003   0.118   0.031   0.292   0.131
   0.850   8.000   0.099   0.003   0.114   0.031   0.290   0.141
   0.875   8.000   0.097   0.003   0.111   0.032   0.289   0.152
   0.900   9.000   0.095   0.003   0.108   0.032   0.288   0.162
   0.925   9.000   0.093   0.003   0.104   0.032   0.286   0.172
   0.950   9.000   0.090   0.003   0.101   0.033   0.283   0.181
   0.975   9.000   0.088   0.003   0.097   0.033   0.280   0.190
   1.000   9.000   0.085   0.003   0.093   0.033   0.277   0.198
