  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.000   0.096   0.001   0.000   0.259   0.034   0.110
   0.025   6.000   0.000   0.090   0.001   0.000   0.249   0.033   0.110
   0.050   6.000   0.000   0.085   0.001   0.000   0.241   0.034   0.112
   0.075   6.000   0.000   0.081   0.001   0.000   0.233   0.034   0.115
   0.100   6.000   0.000   0.078   0.001   0.000   0.227   0.034   0.118
   0.125   6.000   0.000   0.076   0.001   0.000   0.222   0.034   0.122
   0.150   6.000   0.000   0.074   0.001   0.000   0.218   0.035   0.126
   0.175   7.000   0.000   0.073   0.001   0.000   0.215   0.035   0.131
   0.200   8.000   0.000   0.073   0.001   0.000   0.213   0.036   0.137
   0.225   8.000   0.000   0.073   0.001   0.000   0.212   0.036   0.142
   0.250   8.000   0.000   0.073   0.001   0.000   0.211   0.037   0.149
   0.275   8.000   0.000   0.074   0.001   0.000   0.212   0.037   0.155
   0.300   8.000   0.000   0.074   0.001   0.000   0.212   0.038   0.163
   0.325   8.000   0.000   0.075   0.000   0.000   0.213   0.038   0.170
   0.350   8.000   0.000   0.076   0.000   0.000   0.215   0.039   0.178
   0.375   8.000   0.000   0.077   0.000   0.000   0.217   0.039   0.186
   0.400   8.000   0.000   0.077   0.000   0.000   0.218   0.040   0.194
   0.425   8.000   0.000   0.078   0.000   0.000   0.220   0.040   0.202
   0.450   8.000   0.000   0.078   0.000   0.000   0.222   0.041   0.210
   0.475   8.000   0.000   0.078   0.000   0.000   0.224   0.041   0.218
   0.500   8.000   0.000   0.078   0.000   0.000   0.225   0.042   0.226
   0.525   8.000   0.000   0.078   0.000   0.000   0.227   0.042   0.233
   0.550   8.000   0.000   0.078   0.000   0.000   0.228   0.043   0.241
   0.575   8.000   0.000   0.078   0.000   0.000   0.230   0.043   0.248
   0.600   8.000   0.000   0.078   0.000   0.000   0.231   0.044   0.255
   0.625   8.000   0.000   0.077   0.000   0.000   0.232   0.044   0.262
   0.650   8.000   0.000   0.077   0.000   0.000   0.232   0.044   0.268
   0.675   8.000   0.000   0.076   0.000   0.000   0.233   0.045   0.275
   0.700   8.000   0.000   0.076   0.000   0.000   0.234   0.045   0.280
   0.725   8.000   0.000   0.075   0.000   0.000   0.234   0.046   0.286
   0.750   8.000   0.000   0.075   0.000   0.000   0.234   0.046   0.291
   0.775   8.000   0.000   0.074   0.000   0.000   0.235   0.047   0.297
   0.800   9.000   0.000   0.074   0.000   0.000   0.235   0.047   0.301
   0.825   9.000   0.000   0.073   0.000   0.000   0.235   0.048   0.306
   0.850   9.000   0.000   0.073   0.000   0.000   0.235   0.048   0.310
   0.875   9.000   0.000   0.072   0.000   0.000   0.235   0.049   0.314
   0.900   9.000   0.000   0.072   0.000   0.000   0.235   0.049   0.318
   0.925   9.000   0.000   0.071   0.000   0.000   0.235   0.050   0.322
   0.950   9.000   0.000   0.070   0.000   0.000   0.234   0.050   0.322
   0.975   9.000   0.000   0.070   0.000   0.000   0.233   0.050   0.323
   1.000   9.000   0.000   0.069   0.000   0.000   0.232   0.051   0.324
