  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.002   0.025   0.226   0.244   0.000   0.042
   0.025   5.000   0.002   0.027   0.220   0.248   0.000   0.038
   0.050   5.000   0.002   0.029   0.215   0.253   0.000   0.034
   0.075   5.000   0.002   0.032   0.212   0.258   0.000   0.031
   0.100   5.000   0.001   0.035   0.210   0.265   0.000   0.028
   0.125   5.000   0.001   0.038   0.208   0.272   0.000   0.025
   0.150   4.000   0.001   0.041   0.208   0.280   0.000   0.022
   0.175   4.000   0.001   0.045   0.208   0.289   0.000   0.020
   0.200   4.000   0.001   0.050   0.209   0.298   0.000   0.017
   0.225   4.000   0.001   0.054   0.209   0.307   0.000   0.015
   0.250   4.000   0.001   0.059   0.210   0.317   0.000   0.013
   0.275   4.000   0.001   0.064   0.210   0.326   0.000   0.011
   0.300   4.000   0.001   0.069   0.210   0.335   0.000   0.009
   0.325   4.000   0.000   0.073   0.209   0.342   0.000   0.008
   0.350   4.000   0.000   0.077   0.208   0.349   0.000   0.008
   0.375   4.000   0.000   0.081   0.205   0.354   0.000   0.009
   0.400   4.000   0.000   0.084   0.201   0.358   0.000   0.012
   0.425   4.000   0.000   0.086   0.197   0.360   0.000   0.016
   0.450   4.000   0.000   0.088   0.192   0.361   0.000   0.021
   0.475   4.000   0.000   0.090   0.186   0.362   0.000   0.026
   0.500   4.000   0.000   0.091   0.181   0.361   0.000   0.033
   0.525   4.000   0.000   0.092   0.174   0.361   0.000   0.040
   0.550   5.000   0.000   0.093   0.168   0.360   0.000   0.048
   0.575   6.000   0.000   0.093   0.162   0.359   0.000   0.057
   0.600   6.000   0.000   0.093   0.155   0.356   0.000   0.066
   0.625   6.000   0.000   0.093   0.147   0.350   0.000   0.073
   0.650   6.000   0.000   0.093   0.139   0.342   0.000   0.079
   0.675   6.000   0.000   0.093   0.133   0.336   0.000   0.082
   0.700   6.000   0.000   0.092   0.128   0.330   0.000   0.084
   0.725   6.000   0.000   0.092   0.125   0.327   0.000   0.086
   0.750   6.000   0.000   0.091   0.123   0.324   0.001   0.088
   0.775   6.000   0.000   0.091   0.121   0.322   0.001   0.091
   0.800   5.000   0.000   0.091   0.120   0.321   0.001   0.093
   0.825   5.000   0.000   0.090   0.118   0.321   0.001   0.096
   0.850   5.000   0.000   0.090   0.117   0.321   0.001   0.100
   0.875   5.000   0.000   0.089   0.116   0.321   0.001   0.104
   0.900   5.000   0.000   0.088   0.114   0.321   0.001   0.109
   0.925   5.000   0.000   0.088   0.112   0.322   0.001   0.115
   0.950   6.000   0.000   0.087   0.111   0.322   0.001   0.121
   0.975   6.000   0.000   0.086   0.109   0.322   0.001   0.127
   1.000   6.000   0.000   0.084   0.107   0.322   0.001   0.134
