  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  18.000   0.098   0.106   0.208
   0.025  18.000   0.099   0.107   0.210
   0.050  18.000   0.100   0.108   0.211
   0.075  15.000   0.102   0.110   0.215
   0.100  19.000   0.105   0.114   0.222
   0.125  21.000   0.109   0.117   0.229
   0.150  21.000   0.111   0.120   0.234
   0.175  21.000   0.112   0.121   0.237
   0.200  21.000   0.112   0.122   0.238
   0.225  20.000   0.112   0.122   0.238
   0.250  21.000   0.111   0.121   0.236
   0.275  21.000   0.110   0.120   0.234
   0.300  21.000   0.109   0.118   0.231
   0.325  21.000   0.107   0.117   0.228
   0.350  21.000   0.105   0.115   0.224
   0.375  21.000   0.104   0.113   0.220
   0.400  22.000   0.102   0.111   0.216
   0.425  23.000   0.100   0.109   0.212
   0.450  23.000   0.099   0.107   0.208
   0.475  22.000   0.097   0.105   0.205
   0.500  22.000   0.095   0.103   0.201
   0.525  22.000   0.094   0.101   0.198
   0.550  22.000   0.093   0.099   0.194
   0.575  23.000   0.091   0.097   0.191
   0.600  22.000   0.090   0.096   0.188
   0.625  22.000   0.089   0.094   0.186
   0.650  22.000   0.088   0.093   0.183
   0.675  22.000   0.087   0.092   0.181
   0.700  22.000   0.086   0.091   0.178
   0.725  21.000   0.085   0.090   0.176
   0.750  21.000   0.084   0.089   0.174
   0.775  21.000   0.083   0.088   0.172
   0.800  21.000   0.082   0.087   0.171
   0.825  21.000   0.081   0.086   0.169
   0.850  21.000   0.081   0.085   0.167
   0.875  21.000   0.080   0.084   0.166
   0.900  21.000   0.079   0.083   0.164
   0.925  21.000   0.078   0.083   0.163
   0.950  21.000   0.078   0.082   0.162
   0.975  21.000   0.077   0.081   0.160
   1.000  21.000   0.077   0.081   0.159
