  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.071   0.187   0.002   0.139   0.026   0.073
   0.025   6.000   0.067   0.187   0.001   0.139   0.027   0.071
   0.050   6.000   0.064   0.188   0.001   0.138   0.029   0.071
   0.075   6.000   0.061   0.192   0.001   0.137   0.032   0.072
   0.100   6.000   0.058   0.196   0.001   0.136   0.036   0.074
   0.125   6.000   0.055   0.201   0.001   0.134   0.040   0.079
   0.150   6.000   0.052   0.206   0.001   0.132   0.045   0.084
   0.175   6.000   0.047   0.209   0.000   0.129   0.049   0.088
   0.200   6.000   0.042   0.211   0.000   0.127   0.051   0.091
   0.225   6.000   0.036   0.214   0.000   0.128   0.053   0.092
   0.250   6.000   0.031   0.218   0.000   0.131   0.054   0.093
   0.275   6.000   0.025   0.222   0.000   0.136   0.055   0.092
   0.300   6.000   0.021   0.227   0.000   0.142   0.056   0.092
   0.325   6.000   0.017   0.232   0.000   0.150   0.058   0.092
   0.350   6.000   0.014   0.237   0.000   0.158   0.059   0.091
   0.375   5.000   0.011   0.241   0.000   0.167   0.061   0.089
   0.400   5.000   0.008   0.246   0.000   0.177   0.063   0.088
   0.425   5.000   0.006   0.250   0.000   0.187   0.065   0.085
   0.450   5.000   0.005   0.253   0.000   0.197   0.067   0.083
   0.475   5.000   0.003   0.257   0.000   0.208   0.070   0.079
   0.500   5.000   0.002   0.260   0.000   0.218   0.072   0.075
   0.525   5.000   0.002   0.262   0.000   0.229   0.075   0.070
   0.550   5.000   0.001   0.264   0.000   0.240   0.077   0.065
   0.575   5.000   0.001   0.266   0.001   0.250   0.080   0.059
   0.600   5.000   0.000   0.267   0.001   0.261   0.082   0.053
   0.625   4.000   0.000   0.268   0.003   0.272   0.084   0.046
   0.650   4.000   0.000   0.268   0.004   0.282   0.086   0.040
   0.675   4.000   0.000   0.267   0.007   0.292   0.087   0.033
   0.700   4.000   0.000   0.265   0.010   0.301   0.088   0.027
   0.725   4.000   0.000   0.263   0.014   0.310   0.088   0.021
   0.750   4.000   0.000   0.260   0.018   0.319   0.086   0.017
   0.775   4.000   0.000   0.257   0.023   0.327   0.084   0.013
   0.800   4.000   0.000   0.252   0.029   0.334   0.082   0.010
   0.825   4.000   0.000   0.247   0.034   0.341   0.078   0.009
   0.850   4.000   0.000   0.242   0.040   0.347   0.074   0.009
   0.875   4.000   0.000   0.236   0.045   0.352   0.070   0.009
   0.900   4.000   0.000   0.230   0.050   0.356   0.065   0.011
   0.925   4.000   0.000   0.224   0.053   0.360   0.060   0.014
   0.950   4.000   0.000   0.219   0.057   0.363   0.056   0.018
   0.975   4.000   0.000   0.213   0.059   0.365   0.051   0.022
   1.000   4.000   0.000   0.207   0.061   0.367   0.047   0.027
