  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.118   0.127   0.249
   0.025  28.000   0.120   0.129   0.253
   0.050  28.000   0.121   0.131   0.256
   0.075  25.000   0.122   0.132   0.258
   0.100  25.000   0.123   0.132   0.259
   0.125  25.000   0.123   0.132   0.258
   0.150  25.000   0.122   0.131   0.257
   0.175  25.000   0.122   0.130   0.255
   0.200  26.000   0.120   0.129   0.252
   0.225  26.000   0.119   0.127   0.249
   0.250  26.000   0.118   0.124   0.245
   0.275  26.000   0.116   0.122   0.240
   0.300  26.000   0.114   0.119   0.235
   0.325  27.000   0.112   0.116   0.229
   0.350  26.000   0.109   0.112   0.223
   0.375  24.000   0.107   0.109   0.217
   0.400  22.000   0.104   0.106   0.211
   0.425  20.000   0.102   0.103   0.206
   0.450  21.000   0.101   0.102   0.203
   0.475  21.000   0.100   0.102   0.203
   0.500  23.000   0.099   0.102   0.202
   0.525  21.000   0.098   0.102   0.202
   0.550  21.000   0.096   0.102   0.201
   0.575  21.000   0.095   0.101   0.199
   0.600  23.000   0.094   0.100   0.197
   0.625  23.000   0.092   0.099   0.194
   0.650  22.000   0.091   0.098   0.192
   0.675  20.000   0.089   0.097   0.189
   0.700  20.000   0.088   0.095   0.186
   0.725  19.000   0.087   0.094   0.184
   0.750  19.000   0.086   0.093   0.181
   0.775  19.000   0.085   0.091   0.179
   0.800  20.000   0.083   0.090   0.176
   0.825  20.000   0.083   0.089   0.174
   0.850  20.000   0.082   0.088   0.172
   0.875  20.000   0.081   0.087   0.170
   0.900  20.000   0.080   0.086   0.168
   0.925  21.000   0.079   0.085   0.166
   0.950  21.000   0.078   0.084   0.165
   0.975  21.000   0.078   0.083   0.163
   1.000  21.000   0.078   0.083   0.163
