  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.114   0.115   0.229
   0.025  24.000   0.115   0.114   0.229
   0.050  22.000   0.115   0.114   0.229
   0.075  22.000   0.115   0.114   0.229
   0.100  23.000   0.114   0.114   0.228
   0.125  26.000   0.112   0.113   0.226
   0.150  27.000   0.111   0.112   0.223
   0.175  27.000   0.108   0.110   0.220
   0.200  26.000   0.106   0.109   0.215
   0.225  27.000   0.103   0.106   0.211
   0.250  27.000   0.100   0.104   0.206
   0.275  26.000   0.097   0.102   0.201
   0.300  26.000   0.094   0.099   0.196
   0.325  26.000   0.092   0.097   0.190
   0.350  26.000   0.089   0.094   0.185
   0.375  26.000   0.086   0.092   0.180
   0.400  26.000   0.084   0.089   0.175
   0.425  26.000   0.082   0.087   0.171
   0.450  27.000   0.079   0.085   0.166
   0.475  27.000   0.077   0.083   0.162
   0.500  27.000   0.075   0.081   0.158
   0.525  27.000   0.073   0.079   0.154
   0.550  27.000   0.072   0.077   0.151
   0.575  27.000   0.070   0.075   0.147
   0.600  27.000   0.068   0.074   0.144
   0.625  27.000   0.067   0.072   0.141
   0.650  27.000   0.066   0.071   0.138
   0.675  27.000   0.064   0.069   0.136
   0.700  27.000   0.063   0.068   0.133
   0.725  27.000   0.062   0.067   0.131
   0.750  27.000   0.061   0.066   0.129
   0.775  27.000   0.060   0.065   0.126
   0.800  27.000   0.059   0.064   0.124
   0.825  27.000   0.058   0.063   0.123
   0.850  27.000   0.057   0.062   0.121
   0.875  27.000   0.057   0.061   0.119
   0.900  27.000   0.056   0.060   0.118
   0.925  27.000   0.055   0.059   0.116
   0.950  27.000   0.054   0.059   0.115
   0.975  27.000   0.054   0.058   0.113
   1.000  27.000   0.054   0.058   0.113
