          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.59298E+02    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17462E+02  0.15971E+02 -0.33433E+02  0.18754E+01 -0.51712E+01  0.17406E+02      982.00
  0.21143E-01  0.59233E+02    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.16959E+02  0.16402E+02 -0.33361E+02  0.14368E+01 -0.43243E+01  0.17718E+02      982.00
  0.42264E-01  0.59238E+02    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.16598E+02  0.16735E+02 -0.33333E+02  0.96571E+00 -0.35585E+01  0.17966E+02      982.00
  0.63365E-01  0.59295E+02    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.16333E+02  0.17010E+02 -0.33343E+02  0.49678E+00 -0.28535E+01  0.18157E+02      982.00
  0.84452E-01  0.59392E+02    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16139E+02  0.17245E+02 -0.33385E+02  0.46709E-01 -0.22009E+01  0.18296E+02      982.00
  0.10553E+00  0.59524E+02    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16011E+02  0.17444E+02 -0.33454E+02 -0.36374E+00 -0.16203E+01  0.18395E+02      982.00
  0.12661E+00  0.59684E+02    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15929E+02  0.17618E+02 -0.33547E+02 -0.73327E+00 -0.10997E+01  0.18463E+02      982.00
  0.14768E+00  0.59872E+02    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15887E+02  0.17773E+02 -0.33660E+02 -0.10567E+01 -0.64383E+00  0.18512E+02      982.00
  0.16877E+00  0.60087E+02    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15879E+02  0.17912E+02 -0.33791E+02 -0.13363E+01 -0.24804E+00  0.18553E+02      982.00
  0.18986E+00  0.60324E+02    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15902E+02  0.18037E+02 -0.33939E+02 -0.15688E+01  0.83017E-01  0.18588E+02      982.00
  0.21095E+00  0.60581E+02    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15945E+02  0.18154E+02 -0.34100E+02 -0.17686E+01  0.37110E+00  0.18622E+02      982.00
  0.23206E+00  0.60844E+02    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16005E+02  0.18263E+02 -0.34268E+02 -0.19379E+01  0.62058E+00  0.18651E+02      982.00
  0.25318E+00  0.61112E+02    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16079E+02  0.18365E+02 -0.34444E+02 -0.20793E+01  0.83435E+00  0.18675E+02      982.00
  0.27432E+00  0.61393E+02    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16166E+02  0.18461E+02 -0.34626E+02 -0.21923E+01  0.10057E+01  0.18709E+02      982.00
  0.29547E+00  0.61663E+02    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16259E+02  0.18550E+02 -0.34809E+02 -0.22897E+01  0.11617E+01  0.18730E+02      982.00
  0.31664E+00  0.61951E+02    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16362E+02  0.18637E+02 -0.34999E+02 -0.23665E+01  0.12841E+01  0.18763E+02      982.00
  0.33782E+00  0.62221E+02    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16466E+02  0.18718E+02 -0.35184E+02 -0.24278E+01  0.13868E+01  0.18788E+02      982.00
  0.35903E+00  0.62471E+02    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16573E+02  0.18789E+02 -0.35362E+02 -0.24811E+01  0.14848E+01  0.18800E+02      982.00
  0.38025E+00  0.62716E+02    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16680E+02  0.18858E+02 -0.35538E+02 -0.25178E+01  0.15562E+01  0.18814E+02      982.00
  0.40150E+00  0.62953E+02    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16788E+02  0.18923E+02 -0.35711E+02 -0.25465E+01  0.16162E+01  0.18824E+02      982.00
  0.42278E+00  0.63175E+02    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16895E+02  0.18982E+02 -0.35877E+02 -0.25672E+01  0.16662E+01  0.18829E+02      982.00
  0.44407E+00  0.63383E+02    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17001E+02  0.19036E+02 -0.36037E+02 -0.25811E+01  0.17074E+01  0.18829E+02      982.00
  0.46539E+00  0.63572E+02    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17111E+02  0.19077E+02 -0.36188E+02 -0.25915E+01  0.17509E+01  0.18821E+02      982.00
  0.48674E+00  0.63751E+02    0.28750E+00  0.28750E+00 -0.57500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17214E+02  0.19118E+02 -0.36332E+02 -0.25931E+01  0.17777E+01  0.18813E+02      982.00
