TEXTURE AT STRAIN =    0.1000
   1.025   1.043   0.934  <-- length of phase ellipsoid axes
    8.09    4.35   54.19  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
  149.81   75.85 -126.74   0.0016500
