  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.120   0.120   0.240
   0.025  22.000   0.122   0.122   0.244
   0.050  22.000   0.124   0.124   0.248
   0.075  25.000   0.125   0.126   0.251
   0.100  25.000   0.125   0.127   0.253
   0.125  28.000   0.124   0.128   0.253
   0.150  28.000   0.123   0.128   0.252
   0.175  27.000   0.120   0.127   0.250
   0.200  27.000   0.118   0.125   0.246
   0.225  27.000   0.115   0.122   0.240
   0.250  27.000   0.111   0.119   0.234
   0.275  28.000   0.108   0.116   0.227
   0.300  28.000   0.104   0.112   0.220
   0.325  28.000   0.100   0.108   0.212
   0.350  28.000   0.097   0.105   0.205
   0.375  29.000   0.094   0.101   0.198
   0.400  29.000   0.090   0.098   0.191
   0.425  29.000   0.087   0.094   0.185
   0.450  29.000   0.084   0.091   0.179
   0.475  28.000   0.082   0.088   0.173
   0.500  28.000   0.079   0.086   0.168
   0.525  28.000   0.077   0.083   0.163
   0.550  28.000   0.075   0.081   0.159
   0.575  28.000   0.073   0.079   0.154
   0.600  28.000   0.071   0.077   0.151
   0.625  28.000   0.070   0.075   0.147
   0.650  28.000   0.068   0.073   0.144
   0.675  29.000   0.067   0.072   0.141
   0.700  29.000   0.066   0.070   0.138
   0.725  29.000   0.064   0.069   0.136
   0.750  29.000   0.063   0.068   0.133
   0.775  29.000   0.062   0.067   0.131
   0.800  29.000   0.061   0.066   0.129
   0.825  29.000   0.060   0.065   0.127
   0.850  29.000   0.060   0.064   0.125
   0.875  29.000   0.059   0.063   0.124
   0.900  29.000   0.058   0.062   0.122
   0.925  29.000   0.057   0.061   0.121
   0.950  29.000   0.057   0.061   0.120
   0.975  29.000   0.057   0.061   0.120
   1.000  29.000   0.057   0.061   0.120
