  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.066   0.228   0.218   0.010   0.003   0.063
   0.025   6.000   0.068   0.218   0.223   0.009   0.004   0.063
   0.050   6.000   0.071   0.210   0.229   0.009   0.004   0.062
   0.075   6.000   0.074   0.201   0.235   0.008   0.005   0.061
   0.100   6.000   0.075   0.191   0.236   0.007   0.005   0.057
   0.125   5.000   0.076   0.181   0.238   0.007   0.006   0.051
   0.150   5.000   0.076   0.173   0.241   0.006   0.006   0.045
   0.175   4.000   0.076   0.166   0.247   0.006   0.006   0.039
   0.200   4.000   0.077   0.160   0.255   0.006   0.007   0.033
   0.225   4.000   0.078   0.155   0.263   0.006   0.007   0.028
   0.250   3.000   0.080   0.151   0.272   0.006   0.007   0.023
   0.275   3.000   0.081   0.148   0.280   0.007   0.007   0.019
   0.300   3.000   0.083   0.145   0.289   0.007   0.008   0.015
   0.325   3.000   0.085   0.142   0.297   0.007   0.008   0.013
   0.350   3.000   0.087   0.140   0.304   0.008   0.008   0.011
   0.375   3.000   0.088   0.138   0.311   0.008   0.007   0.010
   0.400   3.000   0.090   0.137   0.317   0.009   0.007   0.011
   0.425   3.000   0.091   0.135   0.322   0.010   0.007   0.012
   0.450   3.000   0.092   0.134   0.326   0.010   0.007   0.015
   0.475   3.000   0.092   0.133   0.329   0.011   0.007   0.018
   0.500   3.000   0.092   0.132   0.332   0.012   0.006   0.022
   0.525   3.000   0.092   0.131   0.334   0.012   0.006   0.027
   0.550   4.000   0.091   0.130   0.335   0.013   0.006   0.033
   0.575   4.000   0.090   0.129   0.336   0.013   0.006   0.039
   0.600   4.000   0.089   0.129   0.337   0.014   0.006   0.046
   0.625   4.000   0.087   0.128   0.337   0.014   0.006   0.053
   0.650   5.000   0.085   0.127   0.337   0.014   0.006   0.061
   0.675   5.000   0.084   0.126   0.337   0.015   0.005   0.069
   0.700   5.000   0.081   0.124   0.336   0.015   0.005   0.078
   0.725   5.000   0.079   0.123   0.335   0.015   0.005   0.086
   0.750   5.000   0.077   0.122   0.334   0.016   0.005   0.095
   0.775   5.000   0.075   0.121   0.333   0.016   0.005   0.104
   0.800   5.000   0.072   0.119   0.331   0.016   0.005   0.113
   0.825   5.000   0.070   0.118   0.329   0.016   0.005   0.122
   0.850   6.000   0.067   0.116   0.328   0.016   0.005   0.131
   0.875   6.000   0.065   0.115   0.326   0.017   0.005   0.140
   0.900   6.000   0.063   0.113   0.324   0.017   0.004   0.149
   0.925   7.000   0.060   0.111   0.322   0.017   0.004   0.158
   0.950   7.000   0.058   0.110   0.319   0.017   0.004   0.167
   0.975   8.000   0.056   0.108   0.317   0.018   0.004   0.176
   1.000   8.000   0.054   0.106   0.315   0.018   0.004   0.185
