  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.119   0.117   0.235
   0.025  24.000   0.119   0.118   0.236
   0.050  24.000   0.118   0.118   0.236
   0.075  24.000   0.117   0.117   0.234
   0.100  25.000   0.115   0.116   0.232
   0.125  26.000   0.114   0.115   0.229
   0.150  26.000   0.112   0.114   0.227
   0.175  25.000   0.110   0.113   0.224
   0.200  26.000   0.107   0.111   0.220
   0.225  27.000   0.104   0.109   0.215
   0.250  27.000   0.101   0.107   0.210
   0.275  27.000   0.098   0.104   0.204
   0.300  26.000   0.095   0.101   0.198
   0.325  26.000   0.091   0.098   0.192
   0.350  27.000   0.088   0.094   0.185
   0.375  27.000   0.085   0.091   0.179
   0.400  28.000   0.083   0.088   0.174
   0.425  28.000   0.080   0.086   0.168
   0.450  28.000   0.078   0.083   0.163
   0.475  29.000   0.075   0.080   0.158
   0.500  29.000   0.073   0.078   0.153
   0.525  29.000   0.071   0.076   0.149
   0.550  30.000   0.070   0.074   0.145
   0.575  29.000   0.068   0.072   0.141
   0.600  29.000   0.066   0.070   0.138
   0.625  29.000   0.065   0.068   0.135
   0.650  29.000   0.064   0.067   0.132
   0.675  27.000   0.063   0.065   0.129
   0.700  27.000   0.062   0.064   0.126
   0.725  27.000   0.060   0.063   0.124
   0.750  28.000   0.059   0.061   0.122
   0.775  28.000   0.058   0.060   0.120
   0.800  28.000   0.057   0.059   0.117
   0.825  28.000   0.056   0.058   0.115
   0.850  28.000   0.055   0.057   0.113
   0.875  27.000   0.054   0.056   0.111
   0.900  30.000   0.053   0.055   0.109
   0.925  29.000   0.052   0.055   0.107
   0.950  27.000   0.051   0.054   0.106
   0.975  27.000   0.050   0.054   0.105
   1.000  27.000   0.050   0.053   0.105
