  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   7.000   0.108   0.093   0.012   0.146   0.069   0.044
   0.025   7.000   0.104   0.091   0.011   0.144   0.071   0.041
   0.050   7.000   0.101   0.091   0.011   0.141   0.075   0.039
   0.075   7.000   0.099   0.091   0.010   0.138   0.079   0.038
   0.100   7.000   0.097   0.092   0.010   0.135   0.086   0.037
   0.125   7.000   0.096   0.095   0.009   0.131   0.094   0.037
   0.150   7.000   0.094   0.097   0.009   0.127   0.103   0.038
   0.175   7.000   0.091   0.100   0.008   0.122   0.111   0.038
   0.200   7.000   0.087   0.103   0.007   0.120   0.117   0.037
   0.225   6.000   0.084   0.107   0.006   0.120   0.123   0.035
   0.250   6.000   0.080   0.111   0.006   0.123   0.127   0.033
   0.275   6.000   0.078   0.116   0.005   0.127   0.132   0.031
   0.300   6.000   0.076   0.120   0.004   0.134   0.136   0.029
   0.325   6.000   0.074   0.125   0.004   0.141   0.139   0.027
   0.350   5.000   0.073   0.130   0.004   0.149   0.142   0.026
   0.375   5.000   0.072   0.135   0.003   0.157   0.145   0.025
   0.400   5.000   0.071   0.140   0.003   0.166   0.147   0.024
   0.425   4.000   0.070   0.144   0.003   0.174   0.149   0.024
   0.450   4.000   0.069   0.148   0.003   0.183   0.150   0.025
   0.475   4.000   0.067   0.152   0.002   0.191   0.150   0.027
   0.500   4.000   0.066   0.155   0.002   0.199   0.150   0.029
   0.525   4.000   0.064   0.158   0.002   0.206   0.149   0.032
   0.550   6.000   0.062   0.160   0.002   0.213   0.148   0.036
   0.575   7.000   0.059   0.162   0.001   0.220   0.147   0.041
   0.600   7.000   0.056   0.164   0.001   0.226   0.145   0.046
   0.625   7.000   0.053   0.165   0.001   0.231   0.142   0.052
   0.650   7.000   0.050   0.166   0.001   0.236   0.140   0.058
   0.675   7.000   0.046   0.166   0.001   0.241   0.137   0.065
   0.700   7.000   0.043   0.167   0.000   0.245   0.134   0.072
   0.725   7.000   0.039   0.167   0.000   0.249   0.131   0.080
   0.750   7.000   0.036   0.166   0.000   0.252   0.127   0.087
   0.775   7.000   0.032   0.166   0.000   0.255   0.124   0.095
   0.800   7.000   0.029   0.165   0.000   0.258   0.121   0.103
   0.825   7.000   0.025   0.164   0.000   0.261   0.117   0.110
   0.850   7.000   0.022   0.162   0.000   0.263   0.114   0.118
   0.875   7.000   0.020   0.161   0.000   0.265   0.111   0.125
   0.900   7.000   0.017   0.159   0.000   0.266   0.108   0.132
   0.925   7.000   0.015   0.157   0.000   0.267   0.104   0.138
   0.950   6.000   0.012   0.154   0.000   0.268   0.101   0.144
   0.975   6.000   0.010   0.151   0.000   0.268   0.098   0.149
   1.000   6.000   0.009   0.149   0.000   0.268   0.095   0.155
