TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
 -135.00   38.09 -180.00  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
  135.00   90.00 -109.99   0.0016500
