  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.108   0.111   0.220
   0.025  24.000   0.109   0.112   0.222
   0.050  26.000   0.110   0.113   0.225
   0.075  24.000   0.110   0.115   0.227
   0.100  26.000   0.110   0.116   0.229
   0.125  25.000   0.109   0.116   0.229
   0.150  26.000   0.108   0.116   0.227
   0.175  27.000   0.106   0.114   0.224
   0.200  27.000   0.104   0.112   0.220
   0.225  27.000   0.102   0.110   0.215
   0.250  28.000   0.099   0.107   0.210
   0.275  28.000   0.097   0.105   0.205
   0.300  28.000   0.094   0.102   0.199
   0.325  28.000   0.091   0.099   0.193
   0.350  29.000   0.088   0.096   0.187
   0.375  29.000   0.086   0.093   0.182
   0.400  29.000   0.083   0.090   0.176
   0.425  29.000   0.081   0.087   0.171
   0.450  29.000   0.078   0.085   0.166
   0.475  30.000   0.076   0.083   0.162
   0.500  30.000   0.074   0.080   0.157
   0.525  30.000   0.072   0.078   0.153
   0.550  30.000   0.070   0.076   0.149
   0.575  30.000   0.069   0.075   0.146
   0.600  30.000   0.067   0.073   0.142
   0.625  30.000   0.066   0.071   0.139
   0.650  30.000   0.064   0.070   0.136
   0.675  30.000   0.063   0.068   0.134
   0.700  30.000   0.062   0.067   0.131
   0.725  30.000   0.061   0.066   0.129
   0.750  30.000   0.060   0.065   0.126
   0.775  29.000   0.059   0.064   0.124
   0.800  29.000   0.058   0.063   0.123
   0.825  29.000   0.057   0.062   0.121
   0.850  29.000   0.056   0.061   0.119
   0.875  29.000   0.056   0.060   0.117
   0.900  29.000   0.055   0.059   0.116
   0.925  28.000   0.054   0.059   0.115
   0.950  28.000   0.054   0.058   0.113
   0.975  28.000   0.054   0.058   0.113
   1.000  28.000   0.054   0.058   0.113
