  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   7.000   0.073   0.058   0.009   0.175   0.127   0.026
   0.025   6.000   0.070   0.056   0.008   0.168   0.126   0.029
   0.050   6.000   0.067   0.055   0.008   0.162   0.126   0.032
   0.075   6.000   0.065   0.055   0.007   0.155   0.128   0.036
   0.100   6.000   0.063   0.056   0.007   0.150   0.132   0.040
   0.125   6.000   0.061   0.057   0.006   0.144   0.137   0.045
   0.150   6.000   0.057   0.058   0.006   0.139   0.141   0.051
   0.175   6.000   0.054   0.057   0.005   0.134   0.144   0.056
   0.200   6.000   0.051   0.055   0.005   0.130   0.147   0.061
   0.225   6.000   0.050   0.053   0.005   0.126   0.150   0.066
   0.250   6.000   0.050   0.052   0.005   0.124   0.153   0.072
   0.275   6.000   0.051   0.051   0.006   0.123   0.156   0.079
   0.300   6.000   0.051   0.050   0.006   0.123   0.159   0.086
   0.325   6.000   0.052   0.049   0.006   0.124   0.162   0.094
   0.350   6.000   0.053   0.049   0.006   0.125   0.164   0.102
   0.375   7.000   0.053   0.049   0.007   0.127   0.166   0.111
   0.400   7.000   0.054   0.048   0.007   0.128   0.168   0.120
   0.425   7.000   0.054   0.048   0.007   0.130   0.169   0.130
   0.450   7.000   0.054   0.048   0.007   0.132   0.170   0.140
   0.475   7.000   0.054   0.047   0.007   0.134   0.171   0.150
   0.500   7.000   0.053   0.047   0.007   0.135   0.172   0.161
   0.525   7.000   0.052   0.046   0.007   0.137   0.172   0.171
   0.550   7.000   0.051   0.045   0.006   0.138   0.172   0.181
   0.575   7.000   0.050   0.045   0.006   0.140   0.172   0.191
   0.600   9.000   0.049   0.044   0.006   0.141   0.172   0.201
   0.625   9.000   0.048   0.043   0.006   0.142   0.172   0.211
   0.650   9.000   0.047   0.042   0.006   0.143   0.171   0.221
   0.675   9.000   0.045   0.041   0.006   0.143   0.171   0.231
   0.700   9.000   0.044   0.040   0.005   0.144   0.170   0.240
   0.725  10.000   0.043   0.040   0.005   0.145   0.169   0.249
   0.750  10.000   0.041   0.039   0.005   0.145   0.168   0.258
   0.775  11.000   0.040   0.038   0.005   0.146   0.167   0.266
   0.800  11.000   0.039   0.037   0.005   0.146   0.166   0.274
   0.825  12.000   0.037   0.036   0.004   0.146   0.165   0.282
   0.850  12.000   0.036   0.035   0.004   0.147   0.164   0.290
   0.875  12.000   0.035   0.034   0.004   0.146   0.162   0.294
   0.900  12.000   0.033   0.034   0.004   0.145   0.160   0.299
   0.925  12.000   0.032   0.033   0.003   0.145   0.158   0.303
   0.950  12.000   0.031   0.032   0.003   0.144   0.156   0.308
   0.975  12.000   0.030   0.032   0.003   0.144   0.155   0.311
   1.000  12.000   0.028   0.031   0.003   0.144   0.153   0.315
