  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  20.000   0.120   0.120   0.240
   0.025  19.000   0.121   0.122   0.244
   0.050  21.000   0.125   0.127   0.252
   0.075  20.000   0.127   0.131   0.260
   0.100  20.000   0.129   0.134   0.265
   0.125  21.000   0.130   0.136   0.268
   0.150  21.000   0.130   0.137   0.270
   0.175  21.000   0.129   0.137   0.270
   0.200  22.000   0.128   0.137   0.269
   0.225  23.000   0.127   0.136   0.266
   0.250  23.000   0.125   0.134   0.263
   0.275  23.000   0.123   0.133   0.260
   0.300  23.000   0.121   0.130   0.255
   0.325  23.000   0.118   0.128   0.250
   0.350  23.000   0.116   0.125   0.245
   0.375  22.000   0.113   0.123   0.240
   0.400  21.000   0.111   0.120   0.235
   0.425  20.000   0.108   0.117   0.229
   0.450  20.000   0.106   0.115   0.224
   0.475  20.000   0.103   0.112   0.219
   0.500  20.000   0.101   0.109   0.214
   0.525  20.000   0.099   0.107   0.209
   0.550  20.000   0.097   0.105   0.205
   0.575  19.000   0.095   0.103   0.201
   0.600  19.000   0.093   0.100   0.197
   0.625  19.000   0.091   0.099   0.193
   0.650  19.000   0.090   0.097   0.189
   0.675  20.000   0.088   0.095   0.186
   0.700  20.000   0.087   0.093   0.183
   0.725  20.000   0.085   0.092   0.180
   0.750  20.000   0.084   0.091   0.177
   0.775  20.000   0.083   0.089   0.175
   0.800  20.000   0.082   0.088   0.173
   0.825  20.000   0.081   0.087   0.170
   0.850  20.000   0.080   0.086   0.168
   0.875  20.000   0.079   0.085   0.166
   0.900  20.000   0.079   0.084   0.165
   0.925  20.000   0.078   0.083   0.163
   0.950  20.000   0.078   0.083   0.163
   0.975  20.000   0.078   0.083   0.164
   1.000  20.000   0.078   0.084   0.164
