  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   8.000   0.135   0.160   0.076   0.013   0.000   0.138
   0.025   8.000   0.129   0.154   0.075   0.010   0.000   0.137
   0.050   8.000   0.124   0.147   0.074   0.008   0.000   0.134
   0.075   7.000   0.120   0.142   0.075   0.007   0.000   0.132
   0.100   7.000   0.117   0.138   0.077   0.006   0.001   0.131
   0.125   7.000   0.116   0.135   0.079   0.005   0.001   0.130
   0.150   7.000   0.115   0.132   0.082   0.005   0.001   0.130
   0.175   7.000   0.115   0.131   0.084   0.004   0.001   0.132
   0.200   7.000   0.115   0.130   0.087   0.004   0.001   0.134
   0.225   7.000   0.116   0.129   0.090   0.004   0.001   0.137
   0.250   7.000   0.118   0.129   0.093   0.003   0.001   0.140
   0.275   7.000   0.119   0.129   0.096   0.003   0.002   0.144
   0.300   7.000   0.121   0.130   0.099   0.003   0.002   0.148
   0.325   7.000   0.124   0.131   0.101   0.003   0.002   0.152
   0.350   7.000   0.126   0.132   0.104   0.003   0.002   0.157
   0.375   7.000   0.128   0.133   0.107   0.003   0.002   0.162
   0.400   7.000   0.131   0.134   0.109   0.003   0.002   0.166
   0.425   7.000   0.134   0.136   0.111   0.003   0.002   0.171
   0.450   7.000   0.136   0.138   0.113   0.003   0.002   0.176
   0.475   7.000   0.139   0.139   0.115   0.003   0.002   0.181
   0.500   7.000   0.141   0.141   0.116   0.003   0.002   0.185
   0.525   8.000   0.143   0.143   0.117   0.003   0.003   0.190
   0.550   8.000   0.145   0.145   0.118   0.003   0.003   0.194
   0.575   8.000   0.147   0.147   0.119   0.003   0.003   0.199
   0.600   8.000   0.149   0.148   0.119   0.003   0.003   0.203
   0.625   8.000   0.151   0.150   0.119   0.003   0.003   0.207
   0.650   8.000   0.153   0.152   0.119   0.003   0.003   0.212
   0.675   8.000   0.155   0.154   0.119   0.002   0.003   0.216
   0.700   8.000   0.156   0.156   0.118   0.002   0.003   0.220
   0.725   8.000   0.157   0.157   0.117   0.002   0.003   0.224
   0.750   8.000   0.159   0.159   0.115   0.002   0.003   0.228
   0.775   8.000   0.160   0.161   0.114   0.002   0.003   0.232
   0.800   8.000   0.161   0.163   0.112   0.002   0.003   0.236
   0.825   8.000   0.162   0.164   0.109   0.002   0.003   0.241
   0.850   8.000   0.163   0.166   0.107   0.002   0.003   0.245
   0.875   8.000   0.164   0.168   0.104   0.002   0.003   0.249
   0.900   8.000   0.165   0.169   0.101   0.001   0.003   0.254
   0.925   8.000   0.166   0.171   0.097   0.001   0.003   0.258
   0.950   8.000   0.166   0.172   0.093   0.001   0.003   0.262
   0.975   8.000   0.166   0.174   0.089   0.001   0.003   0.265
   1.000   8.000   0.166   0.175   0.084   0.001   0.003   0.268
