  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.000   0.059   0.043   0.281   0.001   0.090
   0.025   6.000   0.000   0.055   0.041   0.272   0.001   0.094
   0.050   6.000   0.000   0.051   0.040   0.263   0.001   0.098
   0.075   6.000   0.000   0.049   0.039   0.256   0.001   0.102
   0.100   7.000   0.000   0.047   0.038   0.250   0.001   0.107
   0.125   7.000   0.000   0.046   0.038   0.245   0.001   0.112
   0.150   7.000   0.000   0.045   0.038   0.241   0.001   0.118
   0.175   7.000   0.000   0.045   0.038   0.237   0.001   0.123
   0.200   7.000   0.000   0.045   0.039   0.235   0.001   0.129
   0.225   7.000   0.000   0.045   0.039   0.233   0.001   0.136
   0.250   7.000   0.000   0.045   0.040   0.232   0.001   0.143
   0.275   7.000   0.000   0.046   0.041   0.232   0.001   0.150
   0.300   7.000   0.000   0.046   0.041   0.233   0.001   0.158
   0.325   7.000   0.000   0.047   0.042   0.233   0.001   0.167
   0.350   7.000   0.000   0.047   0.043   0.235   0.001   0.175
   0.375   8.000   0.000   0.047   0.044   0.236   0.001   0.184
   0.400   9.000   0.000   0.048   0.044   0.238   0.001   0.193
   0.425   9.000   0.000   0.048   0.044   0.239   0.001   0.202
   0.450   9.000   0.000   0.048   0.045   0.241   0.001   0.211
   0.475   9.000   0.000   0.048   0.045   0.243   0.001   0.220
   0.500   9.000   0.000   0.048   0.045   0.244   0.001   0.229
   0.525   9.000   0.000   0.047   0.045   0.245   0.001   0.238
   0.550   9.000   0.000   0.047   0.045   0.247   0.001   0.247
   0.575   9.000   0.000   0.047   0.045   0.248   0.001   0.255
   0.600   9.000   0.000   0.046   0.045   0.249   0.001   0.264
   0.625   9.000   0.000   0.046   0.045   0.250   0.001   0.272
   0.650  10.000   0.000   0.045   0.045   0.250   0.001   0.280
   0.675  11.000   0.000   0.044   0.044   0.251   0.001   0.287
   0.700  11.000   0.000   0.044   0.044   0.251   0.001   0.294
   0.725  11.000   0.000   0.043   0.044   0.251   0.001   0.301
   0.750  11.000   0.000   0.043   0.044   0.252   0.001   0.308
   0.775  11.000   0.000   0.042   0.043   0.252   0.001   0.314
   0.800  11.000   0.000   0.041   0.043   0.252   0.001   0.320
   0.825  11.000   0.000   0.041   0.043   0.252   0.001   0.326
   0.850  11.000   0.000   0.040   0.043   0.252   0.001   0.331
   0.875  11.000   0.000   0.039   0.043   0.252   0.000   0.336
   0.900  11.000   0.000   0.039   0.042   0.252   0.000   0.341
   0.925  11.000   0.000   0.038   0.042   0.250   0.000   0.343
   0.950  11.000   0.000   0.037   0.042   0.249   0.000   0.345
   0.975  11.000   0.000   0.037   0.042   0.248   0.000   0.347
   1.000  12.000   0.000   0.036   0.042   0.246   0.000   0.349
