  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.130   0.132   0.263
   0.025  22.000   0.132   0.136   0.270
   0.050  23.000   0.134   0.139   0.274
   0.075  22.000   0.135   0.141   0.278
   0.100  22.000   0.135   0.142   0.280
   0.125  22.000   0.135   0.143   0.281
   0.150  23.000   0.134   0.143   0.281
   0.175  23.000   0.133   0.142   0.280
   0.200  22.000   0.132   0.142   0.278
   0.225  22.000   0.131   0.140   0.275
   0.250  22.000   0.129   0.139   0.271
   0.275  23.000   0.127   0.137   0.267
   0.300  23.000   0.124   0.134   0.263
   0.325  23.000   0.122   0.132   0.257
   0.350  23.000   0.119   0.129   0.252
   0.375  22.000   0.116   0.126   0.246
   0.400  22.000   0.114   0.123   0.241
   0.425  22.000   0.111   0.120   0.235
   0.450  22.000   0.108   0.117   0.229
   0.475  21.000   0.106   0.114   0.224
   0.500  20.000   0.103   0.112   0.219
   0.525  20.000   0.101   0.109   0.213
   0.550  20.000   0.099   0.107   0.209
   0.575  19.000   0.096   0.104   0.204
   0.600  19.000   0.094   0.102   0.200
   0.625  19.000   0.092   0.100   0.195
   0.650  19.000   0.091   0.098   0.192
   0.675  19.000   0.089   0.096   0.188
   0.700  19.000   0.087   0.094   0.184
   0.725  19.000   0.086   0.093   0.181
   0.750  19.000   0.084   0.091   0.178
   0.775  19.000   0.083   0.090   0.175
   0.800  19.000   0.082   0.088   0.173
   0.825  19.000   0.081   0.087   0.170
   0.850  19.000   0.080   0.086   0.168
   0.875  19.000   0.079   0.085   0.166
   0.900  19.000   0.078   0.084   0.164
   0.925  19.000   0.078   0.084   0.164
   0.950  19.000   0.078   0.084   0.164
   0.975  19.000   0.078   0.084   0.164
   1.000  19.000   0.078   0.084   0.165
