  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.001   0.066   0.191   0.006   0.211   0.001   0.059
   0.025   6.000   0.001   0.067   0.185   0.006   0.215   0.001   0.056
   0.050   6.000   0.001   0.069   0.181   0.007   0.219   0.001   0.053
   0.075   6.000   0.001   0.072   0.177   0.008   0.224   0.001   0.051
   0.100   5.000   0.000   0.076   0.174   0.009   0.230   0.001   0.050
   0.125   5.000   0.000   0.081   0.171   0.010   0.236   0.001   0.049
   0.150   5.000   0.000   0.086   0.169   0.011   0.242   0.000   0.049
   0.175   6.000   0.000   0.093   0.166   0.013   0.249   0.000   0.049
   0.200   5.000   0.000   0.099   0.163   0.014   0.255   0.000   0.049
   0.225   5.000   0.000   0.106   0.160   0.015   0.262   0.000   0.049
   0.250   5.000   0.000   0.111   0.158   0.016   0.269   0.000   0.048
   0.275   5.000   0.000   0.116   0.156   0.018   0.278   0.000   0.046
   0.300   5.000   0.000   0.120   0.155   0.018   0.288   0.000   0.043
   0.325   5.000   0.000   0.123   0.155   0.019   0.299   0.000   0.040
   0.350   5.000   0.000   0.126   0.156   0.020   0.310   0.000   0.036
   0.375   5.000   0.000   0.129   0.157   0.020   0.323   0.000   0.032
   0.400   4.000   0.000   0.131   0.158   0.020   0.335   0.000   0.028
   0.425   4.000   0.000   0.132   0.159   0.021   0.347   0.000   0.023
   0.450   4.000   0.000   0.134   0.161   0.021   0.359   0.000   0.019
   0.475   4.000   0.000   0.135   0.162   0.020   0.370   0.001   0.015
   0.500   4.000   0.000   0.136   0.163   0.020   0.379   0.001   0.011
   0.525   4.000   0.000   0.136   0.164   0.020   0.388   0.001   0.009
   0.550   3.000   0.000   0.136   0.165   0.019   0.394   0.001   0.008
   0.575   3.000   0.000   0.136   0.164   0.018   0.398   0.001   0.009
   0.600   3.000   0.000   0.135   0.163   0.018   0.401   0.001   0.012
   0.625   3.000   0.000   0.134   0.161   0.017   0.401   0.001   0.016
   0.650   3.000   0.000   0.133   0.158   0.017   0.401   0.001   0.022
   0.675   3.000   0.000   0.131   0.155   0.016   0.400   0.001   0.029
   0.700   3.000   0.000   0.130   0.151   0.016   0.398   0.001   0.037
   0.725   3.000   0.000   0.128   0.147   0.015   0.396   0.001   0.046
   0.750   3.000   0.000   0.126   0.142   0.015   0.393   0.001   0.055
   0.775   5.000   0.000   0.123   0.137   0.015   0.390   0.001   0.065
   0.800   5.000   0.000   0.121   0.132   0.015   0.387   0.001   0.075
   0.825   5.000   0.000   0.118   0.127   0.014   0.384   0.001   0.086
   0.850   5.000   0.000   0.116   0.122   0.014   0.381   0.001   0.097
   0.875   5.000   0.000   0.113   0.117   0.014   0.377   0.001   0.109
   0.900   5.000   0.000   0.110   0.112   0.014   0.374   0.001   0.120
   0.925   5.000   0.000   0.107   0.108   0.013   0.370   0.001   0.132
   0.950   6.000   0.000   0.104   0.103   0.013   0.366   0.001   0.143
   0.975   6.000   0.000   0.101   0.098   0.013   0.362   0.001   0.155
   1.000   7.000   0.000   0.098   0.094   0.013   0.358   0.001   0.166
