  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.120   0.121   0.242
   0.025  26.000   0.121   0.123   0.245
   0.050  25.000   0.121   0.124   0.247
   0.075  26.000   0.122   0.125   0.248
   0.100  29.000   0.122   0.125   0.248
   0.125  28.000   0.121   0.125   0.248
   0.150  26.000   0.120   0.125   0.247
   0.175  28.000   0.118   0.124   0.244
   0.200  28.000   0.115   0.122   0.240
   0.225  27.000   0.112   0.120   0.235
   0.250  27.000   0.109   0.117   0.229
   0.275  27.000   0.106   0.113   0.222
   0.300  27.000   0.102   0.110   0.215
   0.325  27.000   0.099   0.106   0.208
   0.350  27.000   0.095   0.103   0.201
   0.375  28.000   0.092   0.099   0.194
   0.400  27.000   0.089   0.096   0.188
   0.425  27.000   0.086   0.093   0.181
   0.450  27.000   0.083   0.090   0.175
   0.475  27.000   0.080   0.087   0.170
   0.500  27.000   0.078   0.084   0.165
   0.525  27.000   0.076   0.082   0.160
   0.550  27.000   0.074   0.080   0.156
   0.575  26.000   0.072   0.077   0.152
   0.600  26.000   0.070   0.075   0.148
   0.625  26.000   0.068   0.074   0.144
   0.650  27.000   0.067   0.072   0.141
   0.675  27.000   0.065   0.070   0.138
   0.700  27.000   0.064   0.069   0.135
   0.725  27.000   0.063   0.068   0.132
   0.750  27.000   0.062   0.066   0.130
   0.775  27.000   0.061   0.065   0.128
   0.800  27.000   0.060   0.064   0.125
   0.825  27.000   0.059   0.063   0.123
   0.850  27.000   0.058   0.062   0.121
   0.875  27.000   0.057   0.061   0.120
   0.900  27.000   0.057   0.061   0.120
   0.925  27.000   0.057   0.061   0.120
   0.950  27.000   0.057   0.061   0.120
   0.975  27.000   0.057   0.061   0.120
   1.000  27.000   0.057   0.061   0.120
