  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.129   0.133   0.263
   0.025  20.000   0.131   0.134   0.267
   0.050  20.000   0.132   0.137   0.271
   0.075  20.000   0.133   0.140   0.276
   0.100  20.000   0.133   0.142   0.279
   0.125  20.000   0.133   0.143   0.280
   0.150  20.000   0.132   0.143   0.280
   0.175  21.000   0.131   0.143   0.279
   0.200  21.000   0.130   0.142   0.276
   0.225  21.000   0.128   0.140   0.273
   0.250  21.000   0.126   0.137   0.268
   0.275  21.000   0.124   0.135   0.263
   0.300  21.000   0.121   0.132   0.257
   0.325  21.000   0.118   0.129   0.251
   0.350  21.000   0.115   0.125   0.245
   0.375  21.000   0.112   0.122   0.238
   0.400  21.000   0.109   0.119   0.232
   0.425  21.000   0.106   0.115   0.225
   0.450  21.000   0.103   0.112   0.219
   0.475  21.000   0.100   0.109   0.213
   0.500  20.000   0.098   0.106   0.207
   0.525  20.000   0.095   0.103   0.202
   0.550  19.000   0.093   0.101   0.197
   0.575  19.000   0.091   0.098   0.192
   0.600  20.000   0.089   0.096   0.187
   0.625  20.000   0.086   0.093   0.183
   0.650  20.000   0.085   0.091   0.178
   0.675  21.000   0.083   0.089   0.174
   0.700  22.000   0.081   0.087   0.171
   0.725  22.000   0.079   0.085   0.167
   0.750  22.000   0.078   0.084   0.164
   0.775  23.000   0.076   0.082   0.161
   0.800  23.000   0.075   0.081   0.158
   0.825  22.000   0.074   0.079   0.155
   0.850  22.000   0.073   0.078   0.153
   0.875  22.000   0.072   0.077   0.151
   0.900  21.000   0.071   0.076   0.149
   0.925  22.000   0.070   0.075   0.147
   0.950  22.000   0.070   0.075   0.147
   0.975  22.000   0.071   0.075   0.147
   1.000  21.000   0.071   0.075   0.148
