  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  21.000   0.119   0.113   0.230
   0.025  19.000   0.116   0.111   0.226
   0.050  19.000   0.113   0.109   0.220
   0.075  20.000   0.109   0.107   0.215
   0.100  18.000   0.106   0.104   0.210
   0.125  19.000   0.103   0.102   0.205
   0.150  19.000   0.100   0.100   0.200
   0.175  18.000   0.097   0.098   0.195
   0.200  17.000   0.094   0.095   0.190
   0.225  17.000   0.091   0.093   0.185
   0.250  14.000   0.088   0.091   0.181
   0.275  14.000   0.086   0.089   0.177
   0.300  14.000   0.084   0.088   0.173
   0.325  14.000   0.083   0.086   0.171
   0.350  15.000   0.081   0.085   0.168
   0.375  16.000   0.080   0.085   0.167
   0.400  18.000   0.079   0.084   0.165
   0.425  18.000   0.078   0.083   0.164
   0.450  18.000   0.077   0.083   0.162
   0.475  19.000   0.077   0.082   0.161
   0.500  18.000   0.076   0.082   0.160
   0.525  18.000   0.075   0.081   0.159
   0.550  18.000   0.074   0.081   0.157
   0.575  18.000   0.074   0.080   0.156
   0.600  17.000   0.073   0.079   0.155
   0.625  14.000   0.073   0.079   0.154
   0.650  14.000   0.072   0.078   0.153
   0.675  14.000   0.072   0.078   0.152
   0.700  14.000   0.071   0.078   0.152
   0.725  14.000   0.071   0.077   0.151
   0.750  18.000   0.071   0.077   0.151
   0.775  18.000   0.071   0.077   0.150
   0.800  19.000   0.071   0.077   0.150
   0.825  19.000   0.071   0.077   0.150
   0.850  20.000   0.071   0.077   0.150
   0.875  20.000   0.071   0.077   0.150
   0.900  21.000   0.071   0.076   0.150
   0.925  21.000   0.071   0.076   0.149
   0.950  21.000   0.070   0.076   0.149
   0.975  21.000   0.070   0.076   0.148
   1.000  21.000   0.070   0.076   0.148
