  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000  10.000   0.000   0.001   0.000   0.028   0.042   0.377
   0.025  10.000   0.000   0.001   0.000   0.029   0.045   0.372
   0.050  10.000   0.000   0.001   0.000   0.030   0.048   0.369
   0.075  10.000   0.000   0.001   0.000   0.032   0.051   0.365
   0.100  10.000   0.000   0.001   0.001   0.033   0.054   0.357
   0.125  10.000   0.000   0.000   0.001   0.034   0.056   0.347
   0.150  10.000   0.000   0.000   0.001   0.035   0.059   0.339
   0.175  10.000   0.000   0.000   0.001   0.034   0.063   0.335
   0.200  10.000   0.000   0.000   0.001   0.034   0.066   0.334
   0.225  10.000   0.000   0.000   0.001   0.034   0.070   0.336
   0.250  10.000   0.000   0.000   0.001   0.034   0.073   0.340
   0.275  10.000   0.001   0.000   0.002   0.034   0.077   0.345
   0.300  10.000   0.001   0.000   0.002   0.034   0.081   0.350
   0.325  10.000   0.001   0.000   0.002   0.035   0.085   0.357
   0.350  10.000   0.001   0.000   0.002   0.036   0.088   0.364
   0.375  10.000   0.001   0.000   0.002   0.037   0.092   0.370
   0.400  10.000   0.001   0.000   0.003   0.038   0.096   0.377
   0.425  10.000   0.002   0.000   0.003   0.039   0.099   0.384
   0.450  10.000   0.002   0.000   0.003   0.040   0.103   0.390
   0.475  10.000   0.002   0.001   0.003   0.041   0.106   0.395
   0.500  10.000   0.003   0.001   0.003   0.042   0.109   0.401
   0.525  10.000   0.003   0.001   0.004   0.044   0.113   0.405
   0.550  10.000   0.004   0.001   0.004   0.045   0.116   0.410
   0.575  10.000   0.004   0.001   0.004   0.046   0.119   0.414
   0.600  10.000   0.005   0.001   0.004   0.047   0.121   0.417
   0.625  10.000   0.005   0.001   0.004   0.049   0.124   0.420
   0.650  10.000   0.006   0.002   0.004   0.050   0.127   0.423
   0.675  11.000   0.007   0.002   0.005   0.051   0.129   0.426
   0.700  11.000   0.007   0.002   0.005   0.053   0.132   0.428
   0.725  11.000   0.008   0.003   0.005   0.054   0.134   0.430
   0.750  11.000   0.009   0.003   0.005   0.055   0.136   0.431
   0.775  11.000   0.009   0.003   0.005   0.057   0.138   0.433
   0.800  11.000   0.010   0.003   0.005   0.058   0.140   0.434
   0.825  11.000   0.011   0.004   0.005   0.059   0.142   0.435
   0.850  11.000   0.011   0.004   0.005   0.060   0.144   0.436
   0.875  11.000   0.012   0.005   0.005   0.062   0.145   0.436
   0.900  11.000   0.013   0.005   0.006   0.063   0.147   0.437
   0.925  11.000   0.013   0.005   0.006   0.064   0.148   0.437
   0.950  11.000   0.014   0.006   0.006   0.066   0.150   0.437
   0.975  11.000   0.014   0.006   0.006   0.067   0.150   0.435
   1.000  11.000   0.015   0.007   0.006   0.067   0.151   0.433
