          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.57005E+02    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17090E+02  0.16072E+02 -0.33162E+02 -0.13516E+01 -0.19033E+01  0.15896E+02      982.00
  0.21815E-01  0.56868E+02    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.16518E+02  0.16614E+02 -0.33131E+02 -0.17839E+01 -0.98282E+00  0.15830E+02      982.00
  0.43663E-01  0.56743E+02    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.16078E+02  0.17019E+02 -0.33096E+02 -0.20880E+01 -0.33668E+00  0.15718E+02      982.00
  0.65535E-01  0.56723E+02    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.15778E+02  0.17327E+02 -0.33105E+02 -0.22870E+01  0.13161E+00  0.15643E+02      982.00
  0.87421E-01  0.56842E+02    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15593E+02  0.17579E+02 -0.33173E+02 -0.24050E+01  0.48551E+00  0.15642E+02      982.00
  0.10931E+00  0.57095E+02    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15499E+02  0.17800E+02 -0.33299E+02 -0.24686E+01  0.75948E+00  0.15716E+02      982.00
  0.13118E+00  0.57443E+02    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15464E+02  0.18007E+02 -0.33470E+02 -0.25011E+01  0.97859E+00  0.15839E+02      982.00
  0.15303E+00  0.57849E+02    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15476E+02  0.18194E+02 -0.33670E+02 -0.25051E+01  0.11551E+01  0.15993E+02      982.00
  0.17485E+00  0.58292E+02    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15524E+02  0.18362E+02 -0.33886E+02 -0.24995E+01  0.12925E+01  0.16171E+02      982.00
  0.19665E+00  0.58747E+02    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15590E+02  0.18521E+02 -0.34111E+02 -0.24814E+01  0.14105E+01  0.16353E+02      982.00
  0.21843E+00  0.59223E+02    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15677E+02  0.18669E+02 -0.34346E+02 -0.24744E+01  0.14998E+01  0.16547E+02      982.00
  0.24017E+00  0.59697E+02    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15774E+02  0.18808E+02 -0.34582E+02 -0.24706E+01  0.15715E+01  0.16735E+02      982.00
  0.26190E+00  0.60158E+02    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15879E+02  0.18937E+02 -0.34816E+02 -0.24695E+01  0.16287E+01  0.16915E+02      982.00
  0.28360E+00  0.60600E+02    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15986E+02  0.19056E+02 -0.35043E+02 -0.24706E+01  0.16739E+01  0.17084E+02      982.00
  0.30529E+00  0.61016E+02    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16095E+02  0.19163E+02 -0.35258E+02 -0.24638E+01  0.17128E+01  0.17242E+02      982.00
  0.32695E+00  0.61410E+02    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16206E+02  0.19261E+02 -0.35467E+02 -0.24673E+01  0.17395E+01  0.17384E+02      982.00
  0.34861E+00  0.61794E+02    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16320E+02  0.19348E+02 -0.35669E+02 -0.24648E+01  0.17644E+01  0.17525E+02      982.00
  0.37026E+00  0.62133E+02    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16430E+02  0.19425E+02 -0.35855E+02 -0.24665E+01  0.17794E+01  0.17639E+02      982.00
  0.39190E+00  0.62446E+02    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16538E+02  0.19492E+02 -0.36030E+02 -0.24669E+01  0.17905E+01  0.17740E+02      982.00
  0.41354E+00  0.62732E+02    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16643E+02  0.19550E+02 -0.36193E+02 -0.24637E+01  0.17994E+01  0.17830E+02      982.00
  0.43517E+00  0.62997E+02    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16747E+02  0.19599E+02 -0.36346E+02 -0.24597E+01  0.18061E+01  0.17909E+02      982.00
  0.45681E+00  0.63239E+02    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16850E+02  0.19639E+02 -0.36490E+02 -0.24535E+01  0.18113E+01  0.17978E+02      982.00
