  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.003   0.034   0.287   0.045   0.000   0.160
   0.025   6.000   0.003   0.040   0.282   0.041   0.000   0.165
   0.050   6.000   0.002   0.047   0.276   0.036   0.000   0.171
   0.075   6.000   0.002   0.054   0.269   0.031   0.000   0.178
   0.100   6.000   0.002   0.060   0.263   0.027   0.000   0.185
   0.125   7.000   0.001   0.066   0.257   0.024   0.000   0.193
   0.150   7.000   0.001   0.071   0.252   0.021   0.000   0.201
   0.175   7.000   0.001   0.076   0.247   0.018   0.000   0.210
   0.200   7.000   0.001   0.081   0.243   0.016   0.000   0.220
   0.225   7.000   0.001   0.086   0.240   0.014   0.000   0.230
   0.250   7.000   0.001   0.091   0.237   0.013   0.000   0.240
   0.275   7.000   0.001   0.096   0.234   0.011   0.000   0.250
   0.300   7.000   0.001   0.102   0.231   0.009   0.000   0.260
   0.325   7.000   0.001   0.107   0.229   0.008   0.000   0.270
   0.350   7.000   0.000   0.111   0.227   0.007   0.000   0.279
   0.375   8.000   0.000   0.116   0.225   0.006   0.000   0.288
   0.400   8.000   0.000   0.121   0.224   0.005   0.000   0.296
   0.425   8.000   0.000   0.126   0.222   0.004   0.000   0.304
   0.450   8.000   0.000   0.130   0.220   0.003   0.000   0.311
   0.475   8.000   0.000   0.135   0.219   0.003   0.000   0.318
   0.500   9.000   0.000   0.139   0.217   0.002   0.000   0.324
   0.525   9.000   0.000   0.143   0.216   0.002   0.000   0.329
   0.550   9.000   0.000   0.147   0.215   0.001   0.000   0.334
   0.575   9.000   0.000   0.151   0.213   0.001   0.000   0.339
   0.600   9.000   0.000   0.155   0.212   0.001   0.000   0.344
   0.625   9.000   0.000   0.158   0.211   0.001   0.000   0.348
   0.650   9.000   0.000   0.162   0.210   0.000   0.000   0.351
   0.675   9.000   0.000   0.165   0.209   0.000   0.000   0.355
   0.700   9.000   0.000   0.169   0.208   0.000   0.000   0.358
   0.725   9.000   0.000   0.172   0.207   0.000   0.000   0.361
   0.750   9.000   0.000   0.174   0.206   0.000   0.000   0.364
   0.775   9.000   0.000   0.177   0.205   0.000   0.000   0.366
   0.800   9.000   0.000   0.180   0.204   0.000   0.000   0.368
   0.825   9.000   0.000   0.182   0.203   0.000   0.000   0.371
   0.850   9.000   0.000   0.185   0.203   0.000   0.000   0.373
   0.875   9.000   0.000   0.187   0.202   0.000   0.000   0.375
   0.900   9.000   0.000   0.189   0.201   0.000   0.000   0.376
   0.925   9.000   0.000   0.191   0.201   0.000   0.000   0.378
   0.950   9.000   0.000   0.193   0.200   0.000   0.000   0.380
   0.975   9.000   0.000   0.195   0.200   0.000   0.000   0.381
   1.000   9.000   0.000   0.196   0.199   0.000   0.000   0.382
