  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.121   0.116   0.234
   0.025  20.000   0.120   0.116   0.234
   0.050  21.000   0.119   0.115   0.233
   0.075  21.000   0.119   0.115   0.232
   0.100  20.000   0.118   0.114   0.231
   0.125  20.000   0.117   0.113   0.229
   0.150  21.000   0.116   0.112   0.226
   0.175  21.000   0.114   0.110   0.223
   0.200  22.000   0.112   0.108   0.218
   0.225  23.000   0.109   0.106   0.214
   0.250  23.000   0.106   0.104   0.209
   0.275  23.000   0.103   0.101   0.203
   0.300  23.000   0.101   0.098   0.198
   0.325  23.000   0.098   0.096   0.192
   0.350  23.000   0.095   0.093   0.187
   0.375  23.000   0.092   0.090   0.182
   0.400  23.000   0.090   0.088   0.177
   0.425  23.000   0.087   0.085   0.172
   0.450  23.000   0.085   0.083   0.167
   0.475  23.000   0.083   0.081   0.163
   0.500  23.000   0.080   0.079   0.158
   0.525  23.000   0.078   0.077   0.154
   0.550  22.000   0.077   0.075   0.151
   0.575  21.000   0.075   0.073   0.147
   0.600  21.000   0.073   0.071   0.144
   0.625  21.000   0.071   0.070   0.141
   0.650  21.000   0.070   0.068   0.138
   0.675  21.000   0.068   0.067   0.135
   0.700  21.000   0.067   0.066   0.132
   0.725  21.000   0.066   0.065   0.130
   0.750  21.000   0.065   0.064   0.128
   0.775  21.000   0.063   0.062   0.126
   0.800  21.000   0.062   0.062   0.124
   0.825  21.000   0.061   0.061   0.122
   0.850  21.000   0.060   0.060   0.120
   0.875  23.000   0.059   0.059   0.118
   0.900  26.000   0.058   0.058   0.117
   0.925  26.000   0.058   0.058   0.115
   0.950  26.000   0.057   0.057   0.114
   0.975  26.000   0.056   0.056   0.112
   1.000  26.000   0.055   0.056   0.111
