  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  21.000   0.120   0.116   0.234
   0.025  20.000   0.119   0.116   0.233
   0.050  21.000   0.118   0.115   0.231
   0.075  20.000   0.117   0.114   0.230
   0.100  20.000   0.117   0.113   0.228
   0.125  20.000   0.116   0.112   0.226
   0.150  21.000   0.114   0.110   0.223
   0.175  21.000   0.112   0.109   0.219
   0.200  22.000   0.110   0.107   0.215
   0.225  23.000   0.107   0.104   0.210
   0.250  23.000   0.104   0.102   0.206
   0.275  23.000   0.102   0.100   0.200
   0.300  23.000   0.099   0.097   0.195
   0.325  23.000   0.096   0.095   0.190
   0.350  23.000   0.093   0.092   0.185
   0.375  23.000   0.091   0.090   0.180
   0.400  23.000   0.088   0.087   0.175
   0.425  23.000   0.086   0.085   0.171
   0.450  23.000   0.084   0.083   0.167
   0.475  23.000   0.082   0.081   0.163
   0.500  23.000   0.080   0.079   0.159
   0.525  23.000   0.078   0.077   0.155
   0.550  23.000   0.076   0.075   0.151
   0.575  23.000   0.075   0.074   0.148
   0.600  23.000   0.073   0.072   0.145
   0.625  23.000   0.072   0.071   0.142
   0.650  23.000   0.070   0.069   0.139
   0.675  23.000   0.069   0.068   0.136
   0.700  23.000   0.068   0.067   0.134
   0.725  22.000   0.066   0.065   0.131
   0.750  22.000   0.065   0.064   0.129
   0.775  22.000   0.064   0.063   0.127
   0.800  21.000   0.063   0.062   0.125
   0.825  21.000   0.062   0.061   0.123
   0.850  21.000   0.061   0.060   0.121
   0.875  21.000   0.060   0.059   0.119
   0.900  21.000   0.060   0.058   0.118
   0.925  21.000   0.059   0.058   0.116
   0.950  21.000   0.058   0.057   0.114
   0.975  21.000   0.057   0.056   0.113
   1.000  21.000   0.056   0.056   0.112
