  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   9.000   0.012   0.005   0.002   0.188   0.067   0.000   0.206
   0.025   9.000   0.012   0.005   0.002   0.182   0.065   0.000   0.205
   0.050   9.000   0.012   0.006   0.002   0.176   0.063   0.000   0.206
   0.075  10.000   0.012   0.007   0.002   0.172   0.060   0.000   0.208
   0.100  10.000   0.012   0.007   0.002   0.169   0.058   0.000   0.211
   0.125  11.000   0.013   0.009   0.002   0.167   0.056   0.000   0.216
   0.150  11.000   0.013   0.010   0.002   0.167   0.054   0.000   0.223
   0.175  11.000   0.014   0.011   0.002   0.168   0.053   0.000   0.231
   0.200  11.000   0.014   0.012   0.002   0.167   0.052   0.000   0.236
   0.225  11.000   0.013   0.012   0.001   0.165   0.052   0.000   0.234
   0.250  11.000   0.012   0.013   0.001   0.164   0.050   0.000   0.232
   0.275  11.000   0.012   0.015   0.001   0.164   0.048   0.000   0.232
   0.300  11.000   0.012   0.017   0.001   0.166   0.046   0.000   0.235
   0.325  11.000   0.012   0.018   0.001   0.168   0.045   0.000   0.239
   0.350  11.000   0.013   0.020   0.001   0.171   0.044   0.000   0.246
   0.375  11.000   0.013   0.021   0.001   0.173   0.044   0.000   0.254
   0.400  11.000   0.013   0.022   0.001   0.175   0.044   0.000   0.262
   0.425  11.000   0.014   0.022   0.001   0.177   0.044   0.000   0.271
   0.450  11.000   0.014   0.022   0.001   0.179   0.045   0.000   0.280
   0.475  11.000   0.014   0.022   0.001   0.181   0.046   0.000   0.289
   0.500  11.000   0.015   0.022   0.001   0.182   0.047   0.000   0.298
   0.525  11.000   0.015   0.022   0.001   0.183   0.049   0.000   0.307
   0.550  11.000   0.015   0.022   0.001   0.184   0.050   0.000   0.315
   0.575  11.000   0.015   0.021   0.001   0.184   0.052   0.000   0.323
   0.600  11.000   0.015   0.021   0.001   0.185   0.053   0.000   0.331
   0.625  11.000   0.016   0.020   0.001   0.185   0.055   0.000   0.338
   0.650  11.000   0.016   0.019   0.001   0.185   0.057   0.000   0.344
   0.675  11.000   0.016   0.019   0.001   0.185   0.058   0.000   0.351
   0.700  11.000   0.016   0.018   0.001   0.185   0.060   0.000   0.357
   0.725  11.000   0.016   0.017   0.001   0.185   0.062   0.000   0.362
   0.750  11.000   0.016   0.017   0.001   0.185   0.064   0.000   0.367
   0.775  11.000   0.016   0.016   0.002   0.185   0.066   0.000   0.372
   0.800  11.000   0.016   0.015   0.002   0.184   0.068   0.000   0.376
   0.825  11.000   0.016   0.014   0.002   0.184   0.069   0.000   0.380
   0.850  11.000   0.016   0.014   0.002   0.184   0.071   0.000   0.384
   0.875  11.000   0.016   0.013   0.002   0.183   0.073   0.000   0.388
   0.900  11.000   0.016   0.012   0.002   0.182   0.075   0.000   0.388
   0.925  11.000   0.016   0.011   0.002   0.180   0.077   0.000   0.389
   0.950  11.000   0.016   0.010   0.002   0.179   0.078   0.000   0.389
   0.975  11.000   0.016   0.010   0.002   0.177   0.080   0.000   0.390
   1.000  11.000   0.016   0.009   0.003   0.176   0.081   0.000   0.390
