  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000  10.000   0.000   0.013   0.001   0.089   0.004   0.314
   0.025  10.000   0.000   0.012   0.000   0.092   0.004   0.305
   0.050  10.000   0.000   0.010   0.000   0.094   0.005   0.298
   0.075  11.000   0.000   0.009   0.000   0.096   0.005   0.293
   0.100  11.000   0.000   0.008   0.000   0.097   0.005   0.292
   0.125  11.000   0.000   0.008   0.000   0.098   0.006   0.292
   0.150  11.000   0.000   0.008   0.000   0.099   0.006   0.295
   0.175  11.000   0.000   0.008   0.000   0.101   0.007   0.298
   0.200  11.000   0.000   0.008   0.000   0.102   0.007   0.303
   0.225  11.000   0.000   0.009   0.000   0.104   0.008   0.309
   0.250  11.000   0.000   0.010   0.000   0.107   0.008   0.315
   0.275  11.000   0.000   0.011   0.000   0.110   0.009   0.322
   0.300  11.000   0.000   0.012   0.000   0.113   0.010   0.329
   0.325  11.000   0.000   0.013   0.000   0.117   0.010   0.336
   0.350  11.000   0.000   0.014   0.000   0.121   0.011   0.344
   0.375  11.000   0.000   0.015   0.000   0.125   0.012   0.351
   0.400  11.000   0.000   0.017   0.000   0.129   0.013   0.357
   0.425  11.000   0.000   0.018   0.000   0.133   0.014   0.363
   0.450  11.000   0.000   0.019   0.000   0.137   0.016   0.369
   0.475  11.000   0.000   0.021   0.000   0.141   0.017   0.375
   0.500  11.000   0.000   0.022   0.000   0.145   0.018   0.379
   0.525  11.000   0.000   0.023   0.000   0.149   0.020   0.384
   0.550  11.000   0.000   0.024   0.000   0.152   0.021   0.388
   0.575  11.000   0.000   0.026   0.000   0.156   0.022   0.391
   0.600  11.000   0.000   0.027   0.000   0.159   0.024   0.394
   0.625  11.000   0.000   0.028   0.000   0.162   0.025   0.397
   0.650  11.000   0.000   0.029   0.000   0.165   0.027   0.399
   0.675  11.000   0.000   0.030   0.000   0.168   0.029   0.401
   0.700  11.000   0.000   0.031   0.000   0.170   0.030   0.403
   0.725  11.000   0.000   0.032   0.000   0.173   0.032   0.404
   0.750  10.000   0.000   0.033   0.000   0.175   0.034   0.405
   0.775  10.000   0.000   0.034   0.000   0.177   0.035   0.406
   0.800  10.000   0.000   0.034   0.000   0.179   0.037   0.407
   0.825  10.000   0.000   0.035   0.000   0.181   0.039   0.407
   0.850  10.000   0.000   0.036   0.000   0.182   0.041   0.408
   0.875  10.000   0.000   0.037   0.000   0.184   0.042   0.408
   0.900   9.000   0.000   0.037   0.000   0.185   0.044   0.408
   0.925   9.000   0.000   0.038   0.000   0.186   0.046   0.405
   0.950   9.000   0.001   0.038   0.000   0.186   0.047   0.403
   0.975   9.000   0.001   0.039   0.000   0.187   0.049   0.400
   1.000   9.000   0.001   0.039   0.000   0.187   0.050   0.398
