  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.122   0.118   0.238
   0.025  27.000   0.125   0.122   0.246
   0.050  26.000   0.127   0.126   0.253
   0.075  28.000   0.128   0.130   0.258
   0.100  26.000   0.128   0.132   0.261
   0.125  26.000   0.127   0.133   0.262
   0.150  26.000   0.125   0.132   0.260
   0.175  27.000   0.123   0.130   0.256
   0.200  27.000   0.119   0.128   0.250
   0.225  27.000   0.116   0.124   0.243
   0.250  28.000   0.112   0.120   0.236
   0.275  28.000   0.108   0.116   0.228
   0.300  28.000   0.104   0.112   0.220
   0.325  28.000   0.100   0.108   0.211
   0.350  28.000   0.097   0.104   0.204
   0.375  28.000   0.093   0.100   0.196
   0.400  28.000   0.090   0.096   0.189
   0.425  28.000   0.087   0.093   0.182
   0.450  28.000   0.084   0.090   0.176
   0.475  28.000   0.081   0.087   0.171
   0.500  29.000   0.079   0.084   0.165
   0.525  29.000   0.077   0.082   0.161
   0.550  30.000   0.075   0.079   0.156
   0.575  30.000   0.073   0.077   0.152
   0.600  30.000   0.071   0.075   0.148
   0.625  30.000   0.070   0.074   0.145
   0.650  30.000   0.068   0.072   0.142
   0.675  30.000   0.067   0.070   0.139
   0.700  30.000   0.066   0.069   0.136
   0.725  30.000   0.064   0.068   0.133
   0.750  30.000   0.063   0.066   0.131
   0.775  30.000   0.062   0.065   0.129
   0.800  30.000   0.061   0.064   0.127
   0.825  30.000   0.061   0.063   0.125
   0.850  27.000   0.060   0.062   0.123
   0.875  27.000   0.060   0.062   0.123
   0.900  27.000   0.060   0.062   0.123
   0.925  27.000   0.060   0.062   0.123
   0.950  27.000   0.060   0.062   0.123
   0.975  27.000   0.060   0.062   0.123
   1.000  27.000   0.060   0.062   0.124
