  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.000   0.006   0.040   0.045   0.223   0.000   0.165
   0.025   7.000   0.000   0.006   0.036   0.044   0.213   0.000   0.161
   0.050   7.000   0.000   0.005   0.033   0.045   0.204   0.000   0.158
   0.075   7.000   0.000   0.004   0.031   0.047   0.196   0.000   0.159
   0.100   8.000   0.000   0.003   0.029   0.048   0.190   0.000   0.161
   0.125   8.000   0.000   0.003   0.028   0.050   0.185   0.000   0.166
   0.150   8.000   0.000   0.002   0.027   0.052   0.181   0.000   0.171
   0.175   8.000   0.000   0.002   0.027   0.053   0.178   0.000   0.177
   0.200   8.000   0.000   0.002   0.027   0.054   0.176   0.000   0.184
   0.225   8.000   0.001   0.002   0.027   0.055   0.175   0.000   0.192
   0.250   8.000   0.001   0.001   0.027   0.057   0.174   0.000   0.200
   0.275   8.000   0.001   0.001   0.028   0.057   0.175   0.000   0.208
   0.300   8.000   0.001   0.001   0.028   0.058   0.175   0.000   0.217
   0.325   8.000   0.001   0.001   0.029   0.059   0.176   0.000   0.226
   0.350   8.000   0.001   0.001   0.030   0.060   0.177   0.000   0.235
   0.375   8.000   0.001   0.001   0.030   0.061   0.178   0.000   0.244
   0.400   8.000   0.001   0.001   0.030   0.062   0.180   0.000   0.253
   0.425   8.000   0.001   0.001   0.031   0.063   0.181   0.000   0.262
   0.450   8.000   0.001   0.001   0.031   0.064   0.182   0.000   0.271
   0.475   8.000   0.001   0.001   0.031   0.065   0.184   0.000   0.279
   0.500   8.000   0.001   0.001   0.031   0.066   0.185   0.000   0.288
   0.525   8.000   0.001   0.000   0.031   0.067   0.186   0.000   0.296
   0.550   8.000   0.001   0.000   0.031   0.067   0.187   0.000   0.304
   0.575   8.000   0.001   0.000   0.030   0.068   0.188   0.000   0.311
   0.600   9.000   0.001   0.000   0.030   0.069   0.189   0.000   0.318
   0.625   9.000   0.001   0.000   0.030   0.070   0.189   0.000   0.325
   0.650   9.000   0.002   0.000   0.029   0.071   0.190   0.000   0.331
   0.675   9.000   0.002   0.000   0.029   0.072   0.190   0.000   0.337
   0.700   9.000   0.002   0.000   0.028   0.073   0.191   0.000   0.343
   0.725   9.000   0.002   0.000   0.028   0.074   0.191   0.000   0.348
   0.750   9.000   0.002   0.000   0.028   0.075   0.191   0.000   0.353
   0.775   9.000   0.002   0.000   0.027   0.076   0.191   0.000   0.358
   0.800   9.000   0.002   0.000   0.027   0.077   0.191   0.000   0.362
   0.825   9.000   0.002   0.000   0.026   0.078   0.191   0.000   0.367
   0.850   9.000   0.002   0.000   0.026   0.079   0.191   0.000   0.370
   0.875   9.000   0.002   0.000   0.025   0.079   0.191   0.000   0.374
   0.900   9.000   0.002   0.000   0.025   0.080   0.191   0.000   0.378
   0.925   9.000   0.002   0.000   0.025   0.081   0.189   0.000   0.378
   0.950   9.000   0.003   0.000   0.024   0.082   0.188   0.000   0.379
   0.975   9.000   0.003   0.000   0.024   0.082   0.187   0.000   0.379
   1.000   9.000   0.003   0.000   0.023   0.083   0.186   0.000   0.380
