  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   8.000   0.168   0.168   0.016   0.000   0.000   0.188
   0.025   8.000   0.161   0.163   0.015   0.000   0.000   0.185
   0.050   8.000   0.154   0.160   0.014   0.000   0.000   0.181
   0.075   8.000   0.147   0.158   0.013   0.000   0.000   0.179
   0.100   8.000   0.140   0.158   0.011   0.000   0.000   0.179
   0.125   8.000   0.133   0.159   0.010   0.000   0.000   0.180
   0.150   8.000   0.127   0.162   0.009   0.000   0.000   0.182
   0.175   7.000   0.121   0.165   0.008   0.000   0.000   0.185
   0.200   7.000   0.115   0.170   0.007   0.000   0.000   0.190
   0.225   7.000   0.109   0.175   0.006   0.000   0.000   0.195
   0.250   7.000   0.104   0.181   0.005   0.000   0.000   0.201
   0.275   7.000   0.099   0.188   0.004   0.000   0.000   0.207
   0.300   7.000   0.094   0.196   0.003   0.000   0.000   0.214
   0.325   7.000   0.089   0.204   0.003   0.000   0.000   0.220
   0.350   7.000   0.084   0.212   0.002   0.000   0.000   0.227
   0.375   7.000   0.079   0.221   0.002   0.000   0.000   0.234
   0.400   7.000   0.074   0.230   0.001   0.000   0.000   0.241
   0.425   7.000   0.069   0.239   0.001   0.000   0.000   0.248
   0.450   7.000   0.064   0.249   0.001   0.000   0.000   0.255
   0.475   7.000   0.059   0.258   0.000   0.000   0.000   0.261
   0.500   7.000   0.053   0.268   0.000   0.000   0.000   0.267
   0.525   7.000   0.048   0.277   0.000   0.000   0.000   0.274
   0.550   7.000   0.043   0.287   0.000   0.000   0.000   0.279
   0.575   7.000   0.038   0.296   0.000   0.000   0.000   0.285
   0.600   7.000   0.033   0.304   0.000   0.000   0.000   0.290
   0.625   7.000   0.028   0.312   0.000   0.000   0.000   0.296
   0.650   7.000   0.024   0.320   0.000   0.000   0.000   0.301
   0.675   8.000   0.020   0.327   0.000   0.000   0.000   0.306
   0.700   7.000   0.016   0.334   0.000   0.000   0.000   0.310
   0.725   8.000   0.013   0.340   0.000   0.000   0.000   0.315
   0.750   8.000   0.010   0.345   0.000   0.000   0.000   0.319
   0.775   8.000   0.008   0.350   0.000   0.000   0.000   0.324
   0.800   8.000   0.006   0.355   0.000   0.000   0.000   0.328
   0.825   8.000   0.005   0.358   0.000   0.000   0.000   0.332
   0.850   8.000   0.003   0.362   0.000   0.000   0.000   0.335
   0.875   7.000   0.002   0.364   0.000   0.000   0.000   0.339
   0.900   7.000   0.002   0.367   0.000   0.000   0.000   0.342
   0.925   7.000   0.001   0.368   0.001   0.000   0.000   0.345
   0.950   7.000   0.001   0.369   0.001   0.000   0.000   0.348
   0.975   7.000   0.000   0.370   0.002   0.000   0.000   0.350
   1.000   7.000   0.000   0.370   0.003   0.000   0.000   0.352
