  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.117   0.029   0.037   0.124   0.133   0.020
   0.025   6.000   0.113   0.028   0.036   0.121   0.134   0.019
   0.050   6.000   0.110   0.028   0.035   0.117   0.137   0.018
   0.075   6.000   0.107   0.028   0.034   0.114   0.141   0.017
   0.100   6.000   0.106   0.028   0.033   0.112   0.147   0.016
   0.125   6.000   0.106   0.029   0.033   0.109   0.155   0.016
   0.150   5.000   0.106   0.030   0.032   0.107   0.164   0.017
   0.175   5.000   0.108   0.031   0.032   0.104   0.175   0.017
   0.200   5.000   0.109   0.032   0.033   0.101   0.186   0.018
   0.225   5.000   0.110   0.034   0.033   0.098   0.196   0.019
   0.250   5.000   0.110   0.034   0.033   0.096   0.203   0.020
   0.275   5.000   0.110   0.034   0.033   0.093   0.209   0.022
   0.300   5.000   0.110   0.034   0.034   0.092   0.214   0.025
   0.325   6.000   0.110   0.033   0.035   0.091   0.219   0.029
   0.350   7.000   0.110   0.032   0.035   0.091   0.223   0.034
   0.375   7.000   0.110   0.031   0.036   0.091   0.227   0.040
   0.400   7.000   0.110   0.030   0.037   0.091   0.230   0.047
   0.425   7.000   0.109   0.029   0.038   0.092   0.234   0.055
   0.450   7.000   0.108   0.027   0.039   0.092   0.237   0.063
   0.475   7.000   0.107   0.026   0.039   0.092   0.239   0.073
   0.500   7.000   0.105   0.024   0.040   0.092   0.242   0.083
   0.525   7.000   0.103   0.023   0.041   0.092   0.244   0.094
   0.550   7.000   0.101   0.021   0.041   0.092   0.245   0.105
   0.575   7.000   0.099   0.020   0.041   0.091   0.246   0.116
   0.600   8.000   0.096   0.018   0.042   0.091   0.247   0.128
   0.625   8.000   0.093   0.017   0.042   0.090   0.248   0.140
   0.650   8.000   0.090   0.016   0.042   0.090   0.248   0.152
   0.675   9.000   0.087   0.015   0.041   0.089   0.248   0.164
   0.700   9.000   0.084   0.013   0.041   0.089   0.248   0.176
   0.725   8.000   0.081   0.012   0.041   0.088   0.247   0.187
   0.750   8.000   0.078   0.011   0.040   0.087   0.246   0.199
   0.775   8.000   0.075   0.010   0.040   0.087   0.245   0.211
   0.800   8.000   0.072   0.010   0.039   0.086   0.244   0.222
   0.825   8.000   0.069   0.009   0.039   0.085   0.243   0.233
   0.850   9.000   0.066   0.008   0.038   0.084   0.241   0.244
   0.875   9.000   0.063   0.007   0.037   0.083   0.239   0.252
   0.900  10.000   0.060   0.007   0.036   0.082   0.236   0.260
   0.925  10.000   0.057   0.006   0.035   0.081   0.233   0.268
   0.950  10.000   0.054   0.006   0.034   0.080   0.230   0.276
   0.975  10.000   0.052   0.005   0.033   0.080   0.227   0.283
   1.000  10.000   0.049   0.005   0.032   0.079   0.225   0.290
