  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.117   0.118   0.235
   0.025  24.000   0.117   0.118   0.236
   0.050  24.000   0.116   0.118   0.235
   0.075  25.000   0.116   0.118   0.234
   0.100  26.000   0.115   0.117   0.233
   0.125  25.000   0.114   0.117   0.232
   0.150  26.000   0.112   0.116   0.230
   0.175  26.000   0.110   0.114   0.226
   0.200  27.000   0.107   0.112   0.222
   0.225  27.000   0.104   0.110   0.217
   0.250  27.000   0.101   0.107   0.211
   0.275  28.000   0.098   0.105   0.205
   0.300  28.000   0.095   0.102   0.199
   0.325  28.000   0.092   0.099   0.193
   0.350  28.000   0.089   0.096   0.187
   0.375  28.000   0.086   0.093   0.182
   0.400  28.000   0.084   0.090   0.176
   0.425  28.000   0.081   0.087   0.171
   0.450  28.000   0.079   0.085   0.166
   0.475  28.000   0.076   0.082   0.161
   0.500  28.000   0.074   0.080   0.157
   0.525  29.000   0.072   0.078   0.153
   0.550  29.000   0.071   0.076   0.149
   0.575  28.000   0.069   0.074   0.145
   0.600  28.000   0.067   0.072   0.142
   0.625  28.000   0.066   0.071   0.139
   0.650  27.000   0.064   0.069   0.136
   0.675  27.000   0.063   0.068   0.133
   0.700  27.000   0.062   0.067   0.131
   0.725  28.000   0.061   0.065   0.128
   0.750  28.000   0.060   0.064   0.126
   0.775  28.000   0.059   0.063   0.124
   0.800  28.000   0.058   0.062   0.122
   0.825  28.000   0.057   0.061   0.120
   0.850  28.000   0.056   0.061   0.119
   0.875  28.000   0.056   0.060   0.117
   0.900  27.000   0.055   0.059   0.116
   0.925  27.000   0.054   0.058   0.114
   0.950  27.000   0.054   0.058   0.113
   0.975  27.000   0.054   0.058   0.113
   1.000  27.000   0.054   0.058   0.113
