          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.48734E+02    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.21366E+02  0.99392E+01 -0.31305E+02 -0.21675E+01  0.42262E+01  0.12093E+01      982.00
  0.24089E-01  0.48153E+02    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.20837E+02  0.10329E+02 -0.31166E+02 -0.19990E+01  0.35419E+01  0.52567E+00      982.00
  0.48360E-01  0.47617E+02    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.20231E+02  0.10818E+02 -0.31049E+02 -0.18116E+01  0.26946E+01 -0.26118E+00      982.00
  0.72812E-01  0.47181E+02    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.19553E+02  0.11402E+02 -0.30954E+02 -0.16132E+01  0.17066E+01 -0.11248E+01      982.00
  0.97415E-01  0.46916E+02    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.18854E+02  0.12035E+02 -0.30889E+02 -0.14004E+01  0.65681E+00 -0.20176E+01      982.00
  0.12210E+00  0.46863E+02    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.18200E+02  0.12665E+02 -0.30866E+02 -0.11797E+01 -0.35885E+00 -0.28902E+01      982.00
  0.14680E+00  0.47021E+02    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17633E+02  0.13262E+02 -0.30895E+02 -0.96666E+00 -0.12774E+01 -0.37124E+01      982.00
  0.17144E+00  0.47360E+02    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17158E+02  0.13822E+02 -0.30980E+02 -0.77439E+00 -0.20882E+01 -0.44791E+01      982.00
  0.19597E+00  0.47844E+02    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16772E+02  0.14349E+02 -0.31122E+02 -0.61276E+00 -0.27925E+01 -0.51912E+01      982.00
  0.22037E+00  0.48443E+02    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16459E+02  0.14855E+02 -0.31314E+02 -0.48294E+00 -0.34112E+01 -0.58576E+01      982.00
  0.24461E+00  0.49134E+02    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16206E+02  0.15348E+02 -0.31553E+02 -0.38504E+00 -0.39568E+01 -0.64824E+01      982.00
  0.26869E+00  0.49901E+02    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15998E+02  0.15837E+02 -0.31835E+02 -0.31278E+00 -0.44490E+01 -0.70714E+01      982.00
  0.29261E+00  0.50720E+02    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15827E+02  0.16325E+02 -0.32152E+02 -0.26439E+00 -0.48950E+01 -0.76232E+01      982.00
  0.31638E+00  0.51575E+02    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15683E+02  0.16814E+02 -0.32497E+02 -0.24076E+00 -0.52971E+01 -0.81357E+01      982.00
  0.34001E+00  0.52455E+02    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15559E+02  0.17307E+02 -0.32866E+02 -0.23722E+00 -0.56668E+01 -0.86091E+01      982.00
  0.36351E+00  0.53340E+02    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15450E+02  0.17804E+02 -0.33254E+02 -0.25246E+00 -0.59972E+01 -0.90349E+01      982.00
  0.38689E+00  0.54224E+02    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15353E+02  0.18302E+02 -0.33655E+02 -0.28258E+00 -0.62971E+01 -0.94168E+01      982.00
  0.41016E+00  0.55095E+02    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15262E+02  0.18803E+02 -0.34065E+02 -0.32379E+00 -0.65704E+01 -0.97521E+01      982.00
  0.43335E+00  0.55946E+02    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15175E+02  0.19304E+02 -0.34479E+02 -0.37373E+00 -0.68186E+01 -0.10040E+02      982.00
  0.45646E+00  0.56768E+02    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15090E+02  0.19804E+02 -0.34894E+02 -0.43007E+00 -0.70427E+01 -0.10281E+02      982.00
  0.47951E+00  0.57558E+02    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15006E+02  0.20299E+02 -0.35305E+02 -0.49060E+00 -0.72439E+01 -0.10476E+02      982.00
  0.50251E+00  0.58311E+02    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14922E+02  0.20789E+02 -0.35711E+02 -0.55327E+00 -0.74231E+01 -0.10626E+02      982.00
  0.52548E+00  0.59026E+02    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14839E+02  0.21269E+02 -0.36109E+02 -0.61630E+00 -0.75814E+01 -0.10736E+02      982.00
  0.54842E+00  0.59701E+02    0.28750E+00  0.28750E+00 -0.57500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14757E+02  0.21740E+02 -0.36497E+02 -0.67819E+00 -0.77200E+01 -0.10808E+02      982.00
  0.57134E+00  0.60337E+02    0.30000E+00  0.30000E+00 -0.60000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14676E+02  0.22198E+02 -0.36873E+02 -0.73774E+00 -0.78401E+01 -0.10845E+02      982.00
  0.59426E+00  0.60934E+02    0.31250E+00  0.31250E+00 -0.62500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14595E+02  0.22642E+02 -0.37238E+02 -0.79414E+00 -0.79431E+01 -0.10851E+02      982.00
  0.61718E+00  0.61498E+02    0.32500E+00  0.32500E+00 -0.65000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14515E+02  0.23075E+02 -0.37591E+02 -0.85077E+00 -0.80347E+01 -0.10829E+02      982.00
  0.64010E+00  0.62022E+02    0.33750E+00  0.33750E+00 -0.67500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14439E+02  0.23490E+02 -0.37929E+02 -0.89907E+00 -0.81068E+01 -0.10784E+02      982.00
  0.66303E+00  0.62517E+02    0.35000E+00  0.35000E+00 -0.70000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14366E+02  0.23890E+02 -0.38256E+02 -0.94198E+00 -0.81663E+01 -0.10720E+02      982.00
  0.68598E+00  0.62975E+02    0.36250E+00  0.36250E+00 -0.72500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14295E+02  0.24272E+02 -0.38566E+02 -0.98086E+00 -0.82125E+01 -0.10637E+02      982.00
  0.70894E+00  0.63406E+02    0.37500E+00  0.37500E+00 -0.75000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14226E+02  0.24638E+02 -0.38864E+02 -0.10183E+01 -0.82491E+01 -0.10540E+02      982.00
  0.73193E+00  0.63813E+02    0.38750E+00  0.38750E+00 -0.77500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14161E+02  0.24990E+02 -0.39151E+02 -0.10533E+01 -0.82774E+01 -0.10430E+02      982.00
  0.75494E+00  0.64187E+02    0.40000E+00  0.40000E+00 -0.80000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14099E+02  0.25323E+02 -0.39422E+02 -0.10792E+01 -0.82941E+01 -0.10311E+02      982.00
  0.77797E+00  0.64537E+02    0.41250E+00  0.41250E+00 -0.82500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14040E+02  0.25640E+02 -0.39680E+02 -0.11007E+01 -0.83027E+01 -0.10183E+02      982.00
  0.80102E+00  0.64868E+02    0.42500E+00  0.42500E+00 -0.85000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13986E+02  0.25940E+02 -0.39926E+02 -0.11239E+01 -0.83069E+01 -0.10052E+02      982.00
  0.82411E+00  0.65175E+02    0.43750E+00  0.43750E+00 -0.87500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13933E+02  0.26227E+02 -0.40160E+02 -0.11386E+01 -0.83027E+01 -0.99138E+01      982.00
  0.84721E+00  0.65460E+02    0.45000E+00  0.45000E+00 -0.90000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13884E+02  0.26496E+02 -0.40380E+02 -0.11558E+01 -0.82955E+01 -0.97740E+01      982.00
  0.87034E+00  0.65730E+02    0.46250E+00  0.46250E+00 -0.92500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13836E+02  0.26755E+02 -0.40591E+02 -0.11642E+01 -0.82810E+01 -0.96306E+01      982.00
  0.89350E+00  0.65976E+02    0.47500E+00  0.47500E+00 -0.95000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13791E+02  0.26997E+02 -0.40788E+02 -0.11756E+01 -0.82641E+01 -0.94828E+01      982.00
  0.91669E+00  0.66202E+02    0.48750E+00  0.48750E+00 -0.97500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13746E+02  0.27229E+02 -0.40975E+02 -0.11847E+01 -0.82422E+01 -0.93244E+01      982.00
  0.93990E+00  0.66426E+02    0.50000E+00  0.50000E+00 -0.10000E+01  0.00000E+00  0.00000E+00  0.00000E+00    0.13706E+02  0.27450E+02 -0.41156E+02 -0.11857E+01 -0.82157E+01 -0.91815E+01      982.00
