  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   8.000   0.180   0.083   0.036   0.019   0.009   0.000   0.160
   0.025   8.000   0.173   0.081   0.034   0.019   0.006   0.000   0.161
   0.050   8.000   0.168   0.080   0.033   0.019   0.005   0.000   0.161
   0.075   8.000   0.163   0.078   0.031   0.019   0.004   0.000   0.161
   0.100   8.000   0.160   0.077   0.031   0.019   0.003   0.000   0.162
   0.125   8.000   0.158   0.077   0.030   0.019   0.002   0.000   0.165
   0.150   8.000   0.157   0.077   0.030   0.019   0.002   0.000   0.168
   0.175   8.000   0.156   0.077   0.029   0.018   0.002   0.000   0.172
   0.200   8.000   0.156   0.077   0.029   0.018   0.001   0.000   0.177
   0.225   8.000   0.157   0.078   0.029   0.017   0.001   0.000   0.183
   0.250   8.000   0.159   0.079   0.030   0.016   0.001   0.000   0.190
   0.275   8.000   0.160   0.081   0.030   0.015   0.001   0.000   0.196
   0.300   8.000   0.162   0.082   0.030   0.014   0.000   0.000   0.204
   0.325   8.000   0.165   0.084   0.030   0.013   0.000   0.000   0.211
   0.350   8.000   0.167   0.086   0.030   0.012   0.000   0.000   0.219
   0.375   8.000   0.170   0.089   0.030   0.011   0.000   0.000   0.227
   0.400   8.000   0.172   0.091   0.030   0.010   0.000   0.000   0.234
   0.425   7.000   0.175   0.094   0.031   0.008   0.000   0.000   0.242
   0.450   7.000   0.177   0.097   0.030   0.007   0.000   0.000   0.249
   0.475   7.000   0.179   0.100   0.030   0.006   0.000   0.000   0.256
   0.500   7.000   0.181   0.103   0.030   0.005   0.000   0.000   0.262
   0.525   7.000   0.183   0.106   0.030   0.004   0.000   0.000   0.268
   0.550   8.000   0.185   0.110   0.030   0.003   0.000   0.000   0.274
   0.575   9.000   0.186   0.113   0.029   0.003   0.000   0.000   0.279
   0.600   9.000   0.187   0.116   0.029   0.002   0.000   0.000   0.284
   0.625   9.000   0.188   0.119   0.028   0.002   0.000   0.000   0.289
   0.650   9.000   0.189   0.122   0.028   0.001   0.000   0.000   0.294
   0.675   9.000   0.190   0.126   0.027   0.001   0.000   0.000   0.298
   0.700   9.000   0.190   0.129   0.027   0.001   0.000   0.000   0.301
   0.725   9.000   0.190   0.132   0.026   0.001   0.000   0.000   0.305
   0.750   9.000   0.190   0.135   0.026   0.000   0.000   0.000   0.308
   0.775   9.000   0.191   0.137   0.025   0.000   0.000   0.000   0.311
   0.800   9.000   0.191   0.140   0.025   0.000   0.000   0.000   0.314
   0.825   9.000   0.190   0.143   0.024   0.000   0.000   0.000   0.317
   0.850   9.000   0.190   0.145   0.024   0.000   0.000   0.000   0.319
   0.875   9.000   0.190   0.148   0.023   0.000   0.000   0.000   0.321
   0.900   9.000   0.190   0.150   0.023   0.000   0.000   0.000   0.323
   0.925   9.000   0.189   0.153   0.022   0.000   0.000   0.000   0.325
   0.950   9.000   0.189   0.155   0.022   0.000   0.000   0.000   0.327
   0.975   9.000   0.188   0.157   0.021   0.000   0.000   0.000   0.327
   1.000   9.000   0.187   0.158   0.021   0.000   0.000   0.000   0.327
