  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.005   0.152   0.000   0.292   0.070   0.047
   0.025   5.000   0.003   0.145   0.000   0.281   0.067   0.051
   0.050   5.000   0.002   0.137   0.000   0.271   0.064   0.055
   0.075   5.000   0.001   0.131   0.000   0.262   0.063   0.059
   0.100   5.000   0.001   0.126   0.000   0.254   0.062   0.063
   0.125   5.000   0.001   0.121   0.000   0.249   0.061   0.067
   0.150   5.000   0.001   0.118   0.000   0.244   0.060   0.071
   0.175   5.000   0.001   0.116   0.000   0.241   0.059   0.075
   0.200   5.000   0.001   0.114   0.000   0.238   0.059   0.080
   0.225   5.000   0.000   0.112   0.000   0.237   0.058   0.084
   0.250   5.000   0.000   0.112   0.000   0.236   0.057   0.089
   0.275   5.000   0.000   0.111   0.000   0.236   0.057   0.095
   0.300   6.000   0.000   0.111   0.000   0.236   0.056   0.101
   0.325   6.000   0.000   0.111   0.000   0.237   0.056   0.107
   0.350   6.000   0.000   0.111   0.000   0.238   0.056   0.113
   0.375   6.000   0.000   0.111   0.000   0.240   0.055   0.120
   0.400   6.000   0.000   0.111   0.000   0.242   0.055   0.127
   0.425   6.000   0.000   0.111   0.000   0.244   0.054   0.134
   0.450   7.000   0.000   0.111   0.000   0.245   0.054   0.142
   0.475   7.000   0.000   0.110   0.000   0.247   0.053   0.149
   0.500   7.000   0.000   0.110   0.000   0.249   0.053   0.157
   0.525   8.000   0.000   0.109   0.000   0.251   0.052   0.165
   0.550   8.000   0.000   0.109   0.001   0.253   0.052   0.173
   0.575   8.000   0.000   0.108   0.001   0.254   0.051   0.181
   0.600   8.000   0.000   0.107   0.001   0.255   0.051   0.188
   0.625   8.000   0.000   0.106   0.001   0.256   0.050   0.196
   0.650   8.000   0.000   0.105   0.001   0.257   0.050   0.204
   0.675   8.000   0.000   0.103   0.001   0.258   0.049   0.211
   0.700   8.000   0.000   0.102   0.001   0.259   0.049   0.218
   0.725   8.000   0.000   0.101   0.000   0.259   0.049   0.225
   0.750   8.000   0.000   0.100   0.000   0.259   0.048   0.232
   0.775   8.000   0.000   0.098   0.000   0.259   0.048   0.239
   0.800   8.000   0.000   0.097   0.000   0.259   0.048   0.245
   0.825   8.000   0.000   0.096   0.000   0.259   0.047   0.251
   0.850   8.000   0.000   0.094   0.000   0.259   0.047   0.257
   0.875   8.000   0.000   0.093   0.000   0.259   0.047   0.263
   0.900   8.000   0.000   0.092   0.000   0.259   0.047   0.269
   0.925   8.000   0.000   0.091   0.000   0.258   0.047   0.274
   0.950   8.000   0.000   0.090   0.000   0.258   0.047   0.279
   0.975   8.000   0.000   0.089   0.000   0.258   0.047   0.284
   1.000   8.000   0.000   0.087   0.000   0.256   0.047   0.286
