  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.062   0.000   0.234   0.000   0.000   0.185
   0.025   6.000   0.064   0.000   0.227   0.000   0.000   0.183
   0.050   6.000   0.066   0.000   0.221   0.000   0.000   0.183
   0.075   6.000   0.068   0.000   0.216   0.000   0.000   0.183
   0.100   6.000   0.070   0.000   0.211   0.000   0.000   0.185
   0.125   6.000   0.072   0.000   0.207   0.000   0.000   0.187
   0.150   6.000   0.074   0.000   0.203   0.000   0.000   0.191
   0.175   6.000   0.076   0.000   0.199   0.000   0.000   0.195
   0.200   6.000   0.079   0.000   0.196   0.000   0.000   0.199
   0.225   6.000   0.081   0.000   0.194   0.000   0.000   0.205
   0.250   6.000   0.084   0.000   0.192   0.000   0.000   0.211
   0.275   6.000   0.086   0.000   0.190   0.000   0.000   0.217
   0.300   6.000   0.089   0.000   0.189   0.000   0.000   0.223
   0.325   6.000   0.092   0.000   0.187   0.000   0.000   0.230
   0.350   6.000   0.095   0.000   0.186   0.000   0.000   0.236
   0.375   6.000   0.099   0.000   0.186   0.000   0.000   0.243
   0.400   6.000   0.102   0.000   0.185   0.000   0.000   0.250
   0.425   6.000   0.105   0.000   0.185   0.000   0.000   0.256
   0.450   6.000   0.108   0.000   0.185   0.000   0.000   0.263
   0.475   6.000   0.111   0.000   0.185   0.000   0.000   0.269
   0.500   7.000   0.114   0.000   0.185   0.000   0.000   0.274
   0.525   7.000   0.118   0.000   0.185   0.000   0.000   0.280
   0.550   7.000   0.120   0.001   0.185   0.000   0.000   0.285
   0.575   7.000   0.123   0.001   0.185   0.000   0.000   0.290
   0.600   7.000   0.126   0.001   0.186   0.000   0.000   0.295
   0.625   7.000   0.129   0.001   0.186   0.000   0.000   0.300
   0.650   7.000   0.131   0.001   0.186   0.000   0.000   0.304
   0.675   7.000   0.134   0.001   0.186   0.000   0.000   0.308
   0.700   7.000   0.136   0.001   0.187   0.000   0.000   0.312
   0.725   7.000   0.138   0.001   0.187   0.000   0.000   0.315
   0.750   7.000   0.140   0.001   0.187   0.000   0.000   0.319
   0.775   7.000   0.142   0.001   0.188   0.000   0.000   0.322
   0.800   7.000   0.144   0.001   0.188   0.000   0.000   0.325
   0.825   7.000   0.146   0.001   0.188   0.000   0.000   0.327
   0.850   7.000   0.147   0.001   0.189   0.000   0.000   0.330
   0.875   7.000   0.149   0.001   0.189   0.000   0.000   0.332
   0.900   7.000   0.150   0.002   0.189   0.000   0.000   0.335
   0.925   7.000   0.152   0.002   0.189   0.000   0.000   0.337
   0.950   7.000   0.153   0.002   0.190   0.000   0.000   0.339
   0.975   7.000   0.154   0.002   0.190   0.000   0.000   0.341
   1.000   7.000   0.155   0.002   0.190   0.000   0.000   0.343
