  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  26.000   0.118   0.127   0.249
   0.025  26.000   0.120   0.129   0.253
   0.050  27.000   0.121   0.131   0.256
   0.075  27.000   0.122   0.131   0.258
   0.100  27.000   0.123   0.131   0.258
   0.125  24.000   0.122   0.130   0.256
   0.150  25.000   0.122   0.129   0.253
   0.175  26.000   0.121   0.126   0.249
   0.200  25.000   0.120   0.124   0.245
   0.225  25.000   0.118   0.121   0.240
   0.250  22.000   0.117   0.119   0.236
   0.275  21.000   0.116   0.117   0.234
   0.300  22.000   0.114   0.117   0.232
   0.325  23.000   0.112   0.116   0.230
   0.350  22.000   0.110   0.115   0.227
   0.375  22.000   0.108   0.114   0.224
   0.400  21.000   0.106   0.112   0.221
   0.425  21.000   0.104   0.111   0.217
   0.450  22.000   0.102   0.109   0.213
   0.475  22.000   0.100   0.107   0.209
   0.500  22.000   0.098   0.105   0.206
   0.525  22.000   0.096   0.103   0.202
   0.550  21.000   0.094   0.101   0.198
   0.575  21.000   0.093   0.100   0.195
   0.600  20.000   0.091   0.098   0.192
   0.625  20.000   0.090   0.096   0.189
   0.650  19.000   0.089   0.095   0.186
   0.675  19.000   0.088   0.094   0.184
   0.700  20.000   0.087   0.092   0.181
   0.725  20.000   0.086   0.091   0.179
   0.750  20.000   0.085   0.090   0.177
   0.775  20.000   0.084   0.089   0.176
   0.800  20.000   0.083   0.089   0.174
   0.825  20.000   0.083   0.088   0.173
   0.850  20.000   0.082   0.087   0.171
   0.875  20.000   0.082   0.086   0.170
   0.900  20.000   0.081   0.086   0.169
   0.925  21.000   0.081   0.085   0.168
   0.950  21.000   0.080   0.085   0.167
   0.975  21.000   0.080   0.084   0.166
   1.000  21.000   0.080   0.084   0.166
