  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  28.000   0.111   0.111   0.222
   0.025  26.000   0.110   0.111   0.222
   0.050  25.000   0.109   0.110   0.219
   0.075  26.000   0.107   0.108   0.216
   0.100  27.000   0.105   0.106   0.212
   0.125  28.000   0.103   0.104   0.208
   0.150  27.000   0.102   0.103   0.205
   0.175  27.000   0.100   0.102   0.203
   0.200  28.000   0.098   0.102   0.201
   0.225  27.000   0.096   0.101   0.199
   0.250  27.000   0.094   0.100   0.196
   0.275  27.000   0.091   0.098   0.192
   0.300  28.000   0.089   0.096   0.189
   0.325  28.000   0.087   0.094   0.185
   0.350  28.000   0.085   0.092   0.180
   0.375  29.000   0.083   0.090   0.176
   0.400  29.000   0.081   0.088   0.171
   0.425  29.000   0.079   0.085   0.167
   0.450  27.000   0.077   0.083   0.163
   0.475  27.000   0.076   0.081   0.159
   0.500  27.000   0.075   0.079   0.156
   0.525  28.000   0.074   0.078   0.153
   0.550  28.000   0.073   0.076   0.151
   0.575  26.000   0.073   0.075   0.149
   0.600  27.000   0.072   0.074   0.147
   0.625  27.000   0.071   0.073   0.145
   0.650  28.000   0.071   0.072   0.143
   0.675  28.000   0.070   0.071   0.142
   0.700  27.000   0.070   0.071   0.140
   0.725  26.000   0.069   0.070   0.139
   0.750  26.000   0.068   0.069   0.138
   0.775  25.000   0.067   0.068   0.136
   0.800  25.000   0.067   0.068   0.135
   0.825  25.000   0.066   0.067   0.133
   0.850  26.000   0.065   0.066   0.132
   0.875  25.000   0.065   0.065   0.130
   0.900  26.000   0.064   0.065   0.129
   0.925  26.000   0.063   0.064   0.128
   0.950  27.000   0.063   0.063   0.126
   0.975  27.000   0.062   0.063   0.125
   1.000  27.000   0.061   0.062   0.124
