  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.127   0.122   0.248
   0.025  22.000   0.128   0.124   0.251
   0.050  22.000   0.129   0.126   0.253
   0.075  21.000   0.128   0.126   0.253
   0.100  20.000   0.128   0.126   0.253
   0.125  20.000   0.126   0.125   0.251
   0.150  21.000   0.125   0.123   0.247
   0.175  21.000   0.123   0.121   0.243
   0.200  22.000   0.120   0.119   0.239
   0.225  25.000   0.117   0.117   0.234
   0.250  26.000   0.114   0.114   0.228
   0.275  27.000   0.111   0.111   0.223
   0.300  28.000   0.107   0.109   0.217
   0.325  27.000   0.103   0.106   0.210
   0.350  27.000   0.100   0.103   0.204
   0.375  28.000   0.096   0.100   0.198
   0.400  28.000   0.093   0.097   0.192
   0.425  28.000   0.090   0.094   0.186
   0.450  28.000   0.087   0.091   0.180
   0.475  28.000   0.084   0.089   0.175
   0.500  28.000   0.082   0.086   0.170
   0.525  29.000   0.079   0.084   0.165
   0.550  30.000   0.077   0.081   0.160
   0.575  30.000   0.075   0.079   0.156
   0.600  30.000   0.073   0.077   0.152
   0.625  30.000   0.072   0.075   0.149
   0.650  30.000   0.070   0.074   0.145
   0.675  30.000   0.069   0.072   0.142
   0.700  30.000   0.067   0.071   0.139
   0.725  30.000   0.066   0.069   0.137
   0.750  30.000   0.065   0.068   0.134
   0.775  30.000   0.064   0.067   0.132
   0.800  29.000   0.063   0.066   0.130
   0.825  27.000   0.062   0.065   0.128
   0.850  27.000   0.061   0.064   0.126
   0.875  27.000   0.060   0.063   0.124
   0.900  27.000   0.060   0.062   0.122
   0.925  27.000   0.060   0.062   0.122
   0.950  27.000   0.060   0.062   0.123
   0.975  27.000   0.060   0.062   0.123
   1.000  27.000   0.060   0.062   0.123
