  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   9.000   0.000   0.009   0.000   0.171   0.001   0.012   0.310
   0.025  10.000   0.000   0.010   0.000   0.168   0.001   0.012   0.306
   0.050  10.000   0.000   0.012   0.000   0.165   0.001   0.012   0.303
   0.075  10.000   0.000   0.015   0.000   0.163   0.001   0.012   0.302
   0.100  10.000   0.000   0.018   0.000   0.162   0.001   0.012   0.301
   0.125  10.000   0.000   0.022   0.000   0.161   0.001   0.012   0.302
   0.150  10.000   0.000   0.026   0.000   0.162   0.001   0.013   0.303
   0.175  10.000   0.000   0.030   0.000   0.163   0.000   0.013   0.305
   0.200  10.000   0.000   0.034   0.000   0.165   0.000   0.014   0.308
   0.225  10.000   0.000   0.038   0.000   0.168   0.000   0.015   0.311
   0.250  10.000   0.000   0.041   0.000   0.170   0.000   0.017   0.315
   0.275  10.000   0.000   0.044   0.000   0.173   0.000   0.018   0.319
   0.300  10.000   0.000   0.047   0.000   0.177   0.000   0.019   0.324
   0.325  10.000   0.000   0.050   0.000   0.180   0.000   0.021   0.329
   0.350  10.000   0.000   0.052   0.000   0.183   0.000   0.022   0.335
   0.375  10.000   0.000   0.054   0.000   0.186   0.000   0.023   0.342
   0.400  10.000   0.000   0.055   0.000   0.189   0.000   0.025   0.348
   0.425  10.000   0.000   0.057   0.000   0.192   0.000   0.026   0.355
   0.450  10.000   0.000   0.058   0.000   0.195   0.000   0.027   0.361
   0.475  10.000   0.000   0.059   0.000   0.198   0.000   0.029   0.367
   0.500  10.000   0.000   0.060   0.000   0.200   0.000   0.030   0.372
   0.525  10.000   0.000   0.061   0.000   0.202   0.000   0.031   0.378
   0.550  10.000   0.000   0.062   0.000   0.204   0.000   0.032   0.383
   0.575  10.000   0.000   0.062   0.000   0.206   0.000   0.033   0.387
   0.600  10.000   0.000   0.063   0.000   0.208   0.000   0.035   0.391
   0.625  10.000   0.000   0.063   0.000   0.210   0.000   0.036   0.395
   0.650  10.000   0.000   0.064   0.000   0.211   0.000   0.037   0.399
   0.675  10.000   0.000   0.064   0.000   0.212   0.000   0.038   0.402
   0.700  10.000   0.000   0.064   0.000   0.213   0.000   0.039   0.405
   0.725  10.000   0.000   0.065   0.000   0.215   0.000   0.041   0.408
   0.750  10.000   0.000   0.065   0.000   0.215   0.000   0.042   0.410
   0.775  10.000   0.000   0.065   0.000   0.216   0.000   0.043   0.412
   0.800  10.000   0.000   0.065   0.000   0.217   0.000   0.044   0.414
   0.825  10.000   0.000   0.066   0.000   0.218   0.000   0.045   0.416
   0.850  10.000   0.000   0.066   0.001   0.219   0.000   0.046   0.418
   0.875  10.000   0.000   0.066   0.001   0.219   0.000   0.048   0.419
   0.900  10.000   0.000   0.066   0.001   0.220   0.000   0.049   0.421
   0.925  10.000   0.000   0.066   0.001   0.219   0.000   0.050   0.420
   0.950  10.000   0.000   0.066   0.001   0.219   0.000   0.051   0.418
   0.975  10.000   0.000   0.066   0.001   0.219   0.000   0.052   0.417
   1.000  10.000   0.000   0.067   0.001   0.219   0.000   0.053   0.416
