  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   4.000   0.002   0.022   0.181   0.035   0.338   0.000   0.010
   0.025   4.000   0.002   0.026   0.172   0.036   0.338   0.000   0.011
   0.050   4.000   0.001   0.030   0.160   0.037   0.334   0.000   0.013
   0.075   4.000   0.001   0.035   0.146   0.037   0.325   0.000   0.016
   0.100   4.000   0.001   0.038   0.134   0.037   0.315   0.000   0.019
   0.125   4.000   0.000   0.040   0.125   0.038   0.306   0.000   0.023
   0.150   4.000   0.000   0.042   0.117   0.038   0.298   0.000   0.026
   0.175   4.000   0.000   0.043   0.112   0.038   0.292   0.000   0.030
   0.200   5.000   0.000   0.044   0.108   0.038   0.287   0.000   0.034
   0.225   5.000   0.000   0.045   0.105   0.038   0.283   0.000   0.038
   0.250   5.000   0.000   0.046   0.103   0.037   0.279   0.000   0.042
   0.275   6.000   0.000   0.047   0.101   0.037   0.277   0.000   0.046
   0.300   6.000   0.000   0.048   0.100   0.036   0.276   0.000   0.051
   0.325   6.000   0.000   0.049   0.099   0.036   0.275   0.000   0.056
   0.350   6.000   0.000   0.050   0.099   0.035   0.274   0.000   0.061
   0.375   6.000   0.000   0.051   0.098   0.035   0.274   0.000   0.066
   0.400   6.000   0.000   0.052   0.098   0.034   0.275   0.000   0.072
   0.425   6.000   0.000   0.053   0.097   0.034   0.276   0.000   0.078
   0.450   6.000   0.000   0.053   0.097   0.033   0.277   0.000   0.084
   0.475   6.000   0.000   0.054   0.096   0.032   0.278   0.000   0.091
   0.500   6.000   0.000   0.054   0.096   0.032   0.280   0.000   0.098
   0.525   6.000   0.000   0.055   0.095   0.031   0.281   0.000   0.105
   0.550   6.000   0.000   0.055   0.094   0.031   0.282   0.000   0.112
   0.575   7.000   0.000   0.055   0.093   0.030   0.284   0.000   0.120
   0.600   7.000   0.000   0.055   0.091   0.030   0.285   0.000   0.128
   0.625   7.000   0.000   0.055   0.090   0.029   0.286   0.000   0.136
   0.650   7.000   0.000   0.054   0.088   0.029   0.287   0.000   0.144
   0.675   7.000   0.000   0.054   0.087   0.029   0.287   0.000   0.153
   0.700   7.000   0.000   0.053   0.085   0.028   0.288   0.000   0.161
   0.725   7.000   0.000   0.053   0.083   0.028   0.288   0.000   0.169
   0.750   7.000   0.000   0.052   0.081   0.028   0.288   0.000   0.178
   0.775   7.000   0.000   0.051   0.080   0.027   0.288   0.000   0.186
   0.800   9.000   0.000   0.050   0.078   0.027   0.288   0.000   0.195
   0.825   9.000   0.000   0.049   0.076   0.027   0.287   0.000   0.203
   0.850   9.000   0.000   0.048   0.074   0.027   0.287   0.000   0.211
   0.875   9.000   0.000   0.047   0.072   0.027   0.286   0.000   0.219
   0.900   9.000   0.000   0.046   0.070   0.027   0.286   0.000   0.228
   0.925   9.000   0.000   0.045   0.068   0.027   0.285   0.000   0.235
   0.950   9.000   0.000   0.044   0.067   0.027   0.284   0.000   0.243
   0.975   9.000   0.000   0.043   0.065   0.027   0.281   0.000   0.249
   1.000   9.000   0.000   0.042   0.063   0.027   0.279   0.000   0.254
